Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Adrijon;Adrian;2;6465;-;-
Adrilon;Adrilon;1;9418;-;-
Adrin;Adrin;1;9418;-;-
Adrito;Adrito;1;9418;-;-
Adriyan;Adriyan;1;9418;-;-
Adryan;Adrian;4;4360;1;1791
Adu;Adu;1;9418;-;-
Advan;Advan;5;3825;-;-
Advaya;Advaya;1;9418;-;-
Advik;Advik;2;6465;-;-
Adwait;Adwait;1;9418;-;-
Adwin;Adwin;1;9418;-;-
Adyan;Adyan;17;1846;3;954
Adym;Adym;1;9418;-;-
Aeden;Aeden;1;9418;-;-
Aegid;Aegid;1;9418;-;-
Aegidius;Ägidius;1;9418;-;-
Aelfric-Wieland;Aelfric-Wieland;1;9418;-;-
Aeman;Aeman;1;9418;-;-
Aemilian;Aemilian;2;6465;1;1791
Aemilius;Emil;2;6465;-;-
Aenea;Aenea;1;9418;-;-
Aeneas;Aeneas;75;760;6;637
Aeneas-Raphael;Aeneas-Raphael;1;9418;1;1791
Aenias;Aeneas;1;9418;-;-
Aeon;Aeon;1;9418;-;-
Așer;Aser;2;6465;1;1791
Aeris;Aeris;1;9418;-;-
Aeron;Aeron;1;9418;-;-
Așer-Samuel;Așer-Samuel;1;9418;1;1791
Aeyman;Aeyman;1;9418;-;-
Afamefuna;Afamefuna;1;9418;-;-
Afan;Afan;2;6465;-;-
Afet;Afet;1;9418;-;-
Affan;Affan;6;3462;-;-
Afif;Afif;3;5161;-;-
Afșin;Afșin;1;9418;-;-
Afnan;Afnan;3;5161;1;1791
Afolabi;Afolabi;1;9418;-;-
Afonso;Alfons;2;6465;-;-
Afram;Afram;2;6465;-;-
Afrim;Afrim;5;3825;-;-
Afron;Afron;1;9418;-;-
Afsar;Afsar;1;9418;-;-
Afshin;Afshin;4;4360;-;-
Afwan;Afwan;1;9418;-;-
Agah;Agah;3;5161;-;-
Agam;Agam;8;2934;-;-
Agamemnon;Agamemnon;1;9418;-;-
Agamjeet;Agamjeet;1;9418;-;-
Agamjot;Agamjot;1;9418;-;-
Agamveer;Agamveer;1;9418;1;1791
Agamvir;Agamvir;1;9418;-;-
Agan;Agan;10;2599;1;1791
Agassi;Agassi;1;9418;-;-
Agathon;Agathon;1;9418;-;-
Agaton;Agaton;1;9418;-;-
Ageel;Ageel;1;9418;-;-
Aggelos;Aggelos;3;5161;-;-
Agha;Agha;1;9418;1;1791
Aghyad;Aghyad;1;9418;1;1791
Agib;Agib;1;9418;-;-
Agid;Agid;1;9418;-;-
Ägidius;Ägidius;8;2934;-;-
Agim;Agim;8;2934;-;-
Agin;Agin;1;9418;-;-
Agit;Agit;8;2934;-;-
Agle;Agle;1;9418;-;-
Agmet;Agmet;1;9418;-;-
Agnis;Agnis;1;9418;-;-
Agon;Agon;32;1287;3;954
Agonis;Agonis;2;6465;-;-
Agonit;Agonit;1;9418;-;-
Agoston;Agoston;1;9418;-;-
Ágoston;Agoston;1;9418;-;-
Agri;Agri;3;5161;-;-
Agrie;Agrie;1;9418;-;-
Agrin;Agrin;2;6465;-;-
Agron;Agron;7;3148;-;-
Agus;Agus;2;6465;1;1791
Agush;Agush;1;9418;-;-
Agustín;Augustin;2;6465;1;1791
Agyad;Agyad;1;9418;-;-
Ägyd;Ägidius;1;9418;-;-
Ägydius;Ägidius;5;3825;-;-
Ahad;Ahad;9;2736;1;1791
Aharon;Aaron;4;4360;-;-
Ahat;Ahat;1;9418;-;-
Aheed;Aheed;1;9418;-;-
Aheer;Aheer;1;9418;-;-
Ahid;Ahid;1;9418;-;-
Ahil;Ahil;2;6465;-;-
Ahilles;Ahilles;1;9418;-;-
Ahlyar-Enzo;Ahlyar-Enzo;1;9418;1;1791
Ahmad;Ahmed;211;407;33;189
Ahmad-Adam;Ahmad-Adam;1;9418;-;-
Ahmad-Farzad;Ahmad-Farzad;1;9418;1;1791
Ahmadjon;Ahmadjon;1;9418;-;-
Ahmadnuur;Ahmadnuur;1;9418;-;-
Ahmad-Reshad;Ahmad-Reshad;1;9418;-;-
Ahmed;Ahmed;741;182;28;212
Ahmed-Alparslan;Ahmed-Alparslan;1;9418;1;1791
Ahmed-Amin;Ahmed-Amin;1;9418;-;-
Ahmed-Asaf;Ahmed-Asaf;1;9418;-;-
Ahmed-Bilal;Ahmed-Bilal;1;9418;-;-
Ahmedcan;Ahmedcan;1;9418;-;-
Ahmed-Emin;Ahmed-Emin;1;9418;1;1791
Ahmed-Emre;Ahmed-Emre;1;9418;-;-
Ahmed-Eyüb;Ahmed-Eyüb;1;9418;-;-
Ahmed-Fahri;Ahmed-Fahri;1;9418;-;-
Ahmed-Hamza;Ahmed-Hamza;1;9418;-;-
Ahmedinejad;Ahmedinejad;1;9418;-;-
Ahmed-Karl;Ahmed-Karl;1;9418;-;-
Ahmed-Mert;Ahmed-Mert;1;9418;-;-
Ahmedpaša;Ahmedpaša;1;9418;-;-
Ahmed-Sami;Ahmed-Sami;1;9418;-;-
Ahmed-Yasin;Ahmed-Yasin;1;9418;-;-
Ahmet;Ahmed;634;204;25;233
Ahmet-Ali;Ahmet-Ali;1;9418;-;-
Ahmet-Aras;Ahmet-Aras;1;9418;-;-
Ahmet-Ayaz;Ahmet-Ayaz;1;9418;-;-
Ahmetcan;Ahmetcan;8;2934;-;-
Ahmet-Can;Ahmet-Can;1;9418;-;-
Ahmet-Efe;Ahmet-Efe;2;6465;1;1791
Ahmeteren;Ahmeteren;1;9418;-;-
Ahmet-Eren;Ahmet-Eren;1;9418;-;-
Ahmet-Fikri;Ahmet-Fikri;1;9418;-;-
Ahmethan;Ahmethan;5;3825;-;-
Ahmet-Hasan;Ahmet-Hasan;2;6465;-;-
Ahmet-Kaan;Ahmet-Kaan;1;9418;-;-
Ahmetkerim;Ahmetkerim;1;9418;-;-
Ahmet-Mahir;Ahmet-Mahir;1;9418;-;-
Ahmet-Melih;Ahmet-Melih;1;9418;-;-
Ahmet-Milazim;Ahmet-Milazim;1;9418;-;-
Ahmet-Tahsin;Ahmet-Tahsin;1;9418;1;1791
Ahmet-Tuğra;Ahmet-Tuğra;1;9418;-;-
Ahmet-Yasir;Ahmet-Yasir;2;6465;-;-
Ahmet-Yiğit;Ahmet-Yiğit;1;9418;-;-
Ahmmad;Ahmed;1;9418;-;-
Ahnaf;Ahnaf;7;3148;1;1791
Ahren;Aaron;1;9418;-;-
Ahsan;Ahsan;1;9418;-;-
Ahtisham;Ahtisham;1;9418;-;-
Ahton;Ahton;1;9418;-;-
Ahyan;Ahyan;4;4360;-;-
Aian;Aian;2;6465;-;-
Aias;Aias;1;9418;-;-
Aid;Aid;38;1170;6;637
Aidan;Aiden;22;1591;1;1791
Aidas;Aidas;1;9418;-;-
Aidel;Aidel;1;9418;1;1791
Aiden;Aiden;64;841;11;425
Aiden-Lucas;Aiden-Lucas;1;9418;-;-
Aiden-Noel;Aiden-Noel;1;9418;1;1791
Aidin;Aidin;5;3825;-;-
Aidon-Finn;Aidon-Finn;1;9418;-;-
Ãidris;Ãidris;1;9418;-;-
Aiham;Aiham;3;5161;1;1791
Ãihsan;Ãihsan;1;9418;-;-
Aijub;Aijub;1;9418;-;-
Aik;Aik;1;9418;-;-
Aikan;Aikan;1;9418;-;-
Aiki;Aiki;1;9418;-;-
Aiko;Aiko;4;4360;-;-
Aikut;Aikut;1;9418;-;-
Ailan;Ailan;1;9418;-;-
Ailo;Ailo;1;9418;1;1791
Aimal;Aimal;1;9418;-;-
Aiman;Aiman;28;1388;1;1791
Aiman-Al;Aiman-Al;1;9418;-;-
Aimé;Aimé;4;4360;-;-
Aime-Gael;Aime-Gael;1;9418;-;-
Aimen;Aimen;5;3825;-;-
Aimenaghawon-David;Aimenaghawon-David;1;9418;-;-
Aime-Neo;Aime-Neo;1;9418;-;-
Aimn;Aimn;1;9418;1;1791
Aimnamwansa;Aimnamwansa;1;9418;-;-
Aimon;Aimon;1;9418;-;-
Ãinar;Ãinar;1;9418;-;-
Aindy;Aindy;1;9418;-;-
Aineias;Aineias;1;9418;-;-
Aino;Aino;1;9418;-;-
Air;Air;1;9418;-;-
Aisea;Aisea;1;9418;-;-
Aiseosa;Aiseosa;1;9418;1;1791
Aisosa;Aisosa;5;3825;-;-
Aiven;Aiven;1;9418;-;-
Aiwanseosa;Aiwanseosa;1;9418;1;1791
Aiwin;Aiwin;1;9418;-;-
Aize;Aize;1;9418;-;-
Ajamnek;Ajamnek;1;9418;-;-
Ajan;Ajan;127;552;25;233
Ajan-Malik;Ajan-Malik;1;9418;-;-
Ajas;Ajas;2;6465;-;-
Ajay;Ajay;4;4360;-;-
Ajaypal;Ajaypal;2;6465;-;-
Ajayuir;Ajayuir;1;9418;-;-
Ajaz;Ajaz;2;6465;-;-
Ajbel;Ajbel;1;9418;-;-
Ajdamir;Ajdamir;1;9418;-;-
Ajdar;Ajdar;1;9418;-;-
Ajdin;Ajdin;270;365;19;285
Ajdin-Dino;Ajdin-Dino;1;9418;-;-
Ajeet;Ajeet;1;9418;-;-
Ajet;Ajet;9;2736;-;-
Ajhan;Ajhan;1;9418;-;-
Ajit;Ajit;2;6465;-;-
Ajlan;Ajlan;13;2212;4;808
Ajlen;Ajlen;7;3148;1;1791
Ajmal;Ajmal;3;5161;-;-
Ajman;Aiman;2;6465;-;-
Ajni;Ajni;1;9418;-;-
Ajnur;Ajnur;7;3148;2;1237
Ajon;Ajon;1;9418;-;-
Ajoscha;Ajoscha;1;9418;-;-
Ajredin;Ajredin;1;9418;-;-
Ajrus;Ajrus;1;9418;-;-
Ajrush;Ajrush;1;9418;-;-
Ajub;Ajub;11;2451;1;1791
Ajun;Ajun;1;9418;-;-
Akaash;Akaash;1;9418;1;1791
Akachukwu;Akachukwu;1;9418;-;-
Akad;Akad;1;9418;-;-
Akai;Akai;1;9418;-;-
Akaiah;Akaiah;1;9418;-;-
Akain;Akain;1;9418;-;-
Akàin;Akain;1;9418;-;-
Akan;Akan;1;9418;-;-
Akanay;Akanay;1;9418;-;-
Akar;Akar;1;9418;-;-
Akash;Akash;3;5161;-;-
Akashbabu;Akashbabu;1;9418;-;-
Akashdeep;Akashdeep;2;6465;-;-
Akay;Akay;20;1690;2;1237
Akbar;Akbar;4;4360;-;-
Akcan;Akcan;1;9418;-;-
Akeem;Akeem;1;9418;-;-
Akein;Akein;1;9418;-;-
Akeno;Akeno;1;9418;-;-
Akhdan;Akhdan;1;9418;-;-
Akhel;Akhel;1;9418;-;-
Akhere;Akhere;1;9418;-;-
Akhiad;Akhiad;1;9418;1;1791
Akhil;Akhil;4;4360;1;1791
Akhilan;Akhilan;1;9418;-;-
Akhilesh;Akhilesh;1;9418;-;-
Akhmed;Akhmed;2;6465;1;1791
Aki;Aki;3;5161;-;-
Akiba;Akiba;1;9418;-;-
Akif;Akif;55;934;5;711
Akif-Enes;Akif-Enes;1;9418;-;-
Akif-Selim;Akif-Selim;1;9418;-;-
Akihiro;Akihiro;1;9418;-;-
Akihito;Akihito;1;9418;-;-
Akik;Akik;1;9418;-;-
Akil;Akil;12;2317;1;1791
Akil-Al;Akil-Al;1;9418;-;-
Akim;Joachim;20;1690;1;1791
Akim-Manuel;Akim-Manuel;1;9418;-;-
Akin;Akin;61;866;1;1791
Akın;Akin;3;5161;2;1237
Akinalp;Akinalp;1;9418;-;-
Akio;Akio;1;9418;-;-
Akira;Akira;7;3148;3;954
Akis;Akis;2;6465;-;-
Akito;Akito;2;6465;-;-
Akiva;Akiva;2;6465;-;-
Akive;Akive;1;9418;-;-
Aklil;Aklil;1;9418;-;-
Ako;Ako;1;9418;-;-
Akos;Ákos;3;5161;-;-
Ákos;Ákos;20;1690;2;1237
Akos-Zoltán;Akos-Zoltán;1;9418;-;-
Akram;Ekrem;39;1150;6;637
Akraman;Akraman;3;5161;-;-
Akram-Maksim;Akram-Maksim;1;9418;1;1791
Akrem;Akrem;1;9418;-;-
Aksa;Aksa;1;9418;-;-
Aksel;Axel;7;3148;2;1237
Akseli;Akseli;2;6465;-;-
Aksentije;Aksentije;1;9418;-;-
Akshay;Akshay;1;9418;-;-
Akshdeep;Akshdeep;1;9418;-;-
Akshobhya;Akshobhya;1;9418;-;-
Aksil;Aksil;1;9418;-;-
Aktan;Aktan;3;5161;-;-
Akuian;Akuian;1;9418;-;-
Akul;Akul;1;9418;-;-
Al;Al;9;2736;1;1791
Ala;Ala;1;9418;-;-
Alaa;Alaa;9;2736;4;808
Alaadin;Aldin;2;6465;-;-
Alaaeldin;Alaaeldin;1;9418;-;-
Alaattin;Aldin;1;9418;-;-
Alabo;Alabo;1;9418;-;-
Aladdin;Aldin;4;4360;1;1791
Aladin;Aldin;17;1846;1;1791
Alaeddin;Aldin;1;9418;-;-
Alaeddine;Aldin;1;9418;-;-
Alaeldin;Alaeldin;1;9418;-;-
Alaga;Alaga;1;9418;-;-
Alai;Alai;1;9418;-;-
Alain;Alen;28;1388;1;1791
Alain-Etienne;Alain-Etienne;1;9418;-;-
Alain-Philippe;Alain-Philippe;1;9418;-;-
Alain-Tolunay;Alain-Tolunay;1;9418;-;-
Alajdin;Alajdin;1;9418;-;-
Alamande;Alamande;1;9418;-;-
Alamdar;Alamdar;2;6465;-;-
Alamir;Alamir;1;9418;-;-
Alamzeb;Alamzeb;1;9418;-;-
Alan;Alen;170;463;13;371
Alán;Alen;1;9418;-;-
Aland;Aland;16;1931;-;-
Alanizhalan;Alanizhalan;1;9418;-;-
Alaric;Alaric;2;6465;-;-
Alarich;Alarich;3;5161;-;-
Alaron;Alaron;1;9418;-;-
Alas;Alas;1;9418;1;1791
Alasan;Alasan;1;9418;-;-
Alasana;Alasana;2;6465;-;-
Alastair;Alexander;1;9418;-;-
Alattin;Alattin;1;9418;-;-
Alaudin;Alaudin;3;5161;-;-
Alaz;Alaz;6;3462;2;1237
Alban;Alban;73;775;2;1237
Alban-Binak;Alban-Binak;1;9418;-;-
Albanit;Albanit;4;4360;-;-
Albano;Alban;5;3825;-;-
Albanor;Albanor;2;6465;-;-
Albara;Albara;1;9418;-;-
Albaraa;Albaraa;1;9418;-;-
Albaro;Albaro;1;9418;-;-
Albatrit;Albatrit;5;3825;-;-
Albdon;Albdon;1;9418;-;-
Albehar;Albehar;1;9418;-;-
Alben;Alben;2;6465;-;-
Alberis;Alberis;1;9418;-;-
Albert;Albert;679;194;23;251
Albert-André;Albert-André;1;9418;-;-
Albert-Andreas;Albert-Andreas;1;9418;-;-
Albert-Boto;Albert-Boto;1;9418;-;-
Albert-Cǎlin;Albert-Cǎlin;1;9418;-;-
Albert-Julius;Albert-Julius;1;9418;-;-
Albert-Marian;Albert-Marian;1;9418;1;1791
Albert-Matteo;Albert-Matteo;1;9418;-;-
Alberto;Albert;43;1082;4;808
Alberto-David;Alberto-David;1;9418;-;-
Alberto-Marian;Alberto-Marian;1;9418;-;-
Albes;Albes;3;5161;-;-
Albet;Albet;1;9418;-;-
Albi;Albi;17;1846;1;1791
Albian;Albian;6;3462;-;-
Albie;Albie;2;6465;-;-
Albijan;Albijan;3;5161;-;-
Albijes;Albijes;1;9418;-;-
Albijon;Albijon;9;2736;-;-
Albin;Albin;287;347;2;1237
Albinat;Albinat;1;9418;-;-
Albin-Muris;Albin-Muris;1;9418;-;-
Albinot;Albinot;4;4360;-;-
Albion;Albion;56;923;2;1237
Albionit;Albionit;1;9418;-;-
Albior;Albior;1;9418;-;-
Albios;Albios;1;9418;-;-
Albjan;Albjan;1;9418;-;-
Albnor;Albnor;1;9418;-;-
Albors;Albors;1;9418;-;-
Albrecht;Albert;33;1260;1;1791
Albrim;Albrim;4;4360;1;1791
Albrin;Albrin;1;9418;-;-
Albrit;Albrit;1;9418;-;-
Albuin;Elvin;2;6465;-;-
Albwin-Francesco;Albwin-Francesco;1;9418;-;-
Alby;Alby;1;9418;-;-
Al-Deen;Al-Deen;1;9418;-;-
Alden;Alden;10;2599;3;954
Aldi;Aldi;2;6465;-;-
Aldian;Aldian;2;6465;1;1791
Aldijan;Aldijan;2;6465;1;1791
Aldin;Aldin;237;394;9;483
Al-Din;Aldin;2;6465;-;-
Aldino;Aldin;7;3148;-;-
Aldion;Aldion;9;2736;1;1791
Aldis;Aldis;3;5161;-;-
Aldison;Aldison;1;9418;1;1791
Aldit;Aldit;1;9418;-;-
Aldo;Aldo;10;2599;3;954
Aldo-Marcel;Aldo-Marcel;1;9418;-;-
Aldon;Aldon;3;5161;2;1237
Aldor;Aldor;1;9418;-;-
Aldrich;Aldrich;2;6465;-;-
Aldrin;Aldrin;14;2112;1;1791
Aldrit;Aldrit;3;5161;-;-
Aleandro;Alexander;12;2317;2;1237
Aleazar;Aleazar;1;9418;1;1791
Alec;Alex;18;1785;-;-
Alechandro;Alexander;2;6465;-;-
Aled;Aled;1;9418;-;-
Aledin;Aledin;1;9418;-;-
Aleef;Aleef;1;9418;1;1791
Aleem;Aleem;1;9418;-;-
Alef;Alef;1;9418;-;-
Alehandro;Alexander;6;3462;-;-
Alehandro-Diego;Alehandro-Diego;1;9418;-;-
Aleister;Aleister;1;9418;-;-
Alejandro;Alexander;69;804;5;711
Alejo;Alessio;3;5161;-;-
Alek;Alek;11;2451;4;808
Aleko;Aleko;1;9418;-;-
Alekos;Alekos;1;9418;-;-
Aleks;Alex;36;1200;4;808
Aleksa;Alex;137;530;6;637
Aleksandar;Alexander;873;168;45;142
Aleksandar-Aca;Aleksandar-Aca;1;9418;-;-
Aleksandar-Gabriel;Aleksandar-Gabriel;1;9418;-;-
Aleksandar-Milan;Aleksandar-Milan;1;9418;-;-
Aleksandar-Predrag;Aleksandar-Predrag;1;9418;-;-
Aleksandar-Rajko;Aleksandar-Rajko;1;9418;-;-
Aleksander;Alexander;193;433;15;333
Aleksandër;Alexander;1;9418;-;-
Aleksandr;Alexander;7;3148;-;-
Aleksandro;Alexander;11;2451;-;-
Aleksandru;Alexander;1;9418;-;-
Aleksei;Alessio;4;4360;1;1791
Aleksej;Alessio;102;633;16;317
Aleksey;Alessio;4;4360;-;-
Aleksi;Alessio;6;3462;-;-
Aleksian;Aleksian;1;9418;-;-
Aleksije;Alessio;3;5161;-;-
Aleksis;Alessio;1;9418;-;-
Alekssandro;Alexander;1;9418;-;-
Aleksy;Alessio;3;5161;1;1791
Alem;Alem;71;790;3;954
Alemdar;Alemdar;1;9418;-;-
Alen;Alen;254;381;8;515
Alend;Alend;5;3825;1;1791
Alen-David;Alen-David;1;9418;-;-
Alender;Alender;1;9418;-;-
Alen-Elias;Alen-Elias;1;9418;-;-
Alen-Ionas;Alen-Ionas;1;9418;-;-
Alenko;Alenko;1;9418;-;-
Alen-Leonardo;Alen-Leonardo;1;9418;-;-
Alenyo;Alenyo;1;9418;-;-
Aleo;Aleo;1;9418;-;-
Aleph;Aleph;1;9418;-;-
Aleqsandros;Aleqsandros;1;9418;-;-
Alerio;Alerio;2;6465;-;-
Alesandro;Alexander;31;1303;1;1791
Alesandro-André;Alesandro-André;1;9418;1;1791
Alesandro-Levin;Alesandro-Levin;1;9418;1;1791
Alesio;Alessio;4;4360;-;-
Aleska;Aleska;1;9418;-;-
Alessander;Alexander;1;9418;-;-
Alessandro;Alexander;835;171;32;192
Aléssandro;Alexander;1;9418;-;-
Alessandro-Ahmed;Alessandro-Ahmed;1;9418;-;-
Alessandro-Angelo;Alessandro-Angelo;2;6465;1;1791
Alessandro-Antonio;Alessandro-Antonio;1;9418;-;-
Alessandro-Boris;Alessandro-Boris;1;9418;1;1791
Alessandro-Christian;Alessandro-Christian;1;9418;-;-
Alessandro-Joel;Alessandro-Joel;1;9418;-;-
Alessandro-Matteo;Alessandro-Matteo;1;9418;-;-
Alessandro-Raffael;Alessandro-Raffael;1;9418;-;-
Alessi;Alessio;1;9418;-;-
Alessio;Alessio;283;350;49;134
Alessio-Cristiano;Alessio-Cristiano;1;9418;-;-
Alessio-Gjon;Alessio-Gjon;1;9418;-;-
Alessio-Harald;Alessio-Harald;1;9418;-;-
Alessio-Joel;Alessio-Joel;1;9418;-;-
Alessio-Joshua;Alessio-Joshua;1;9418;-;-
Alessio-Liam;Alessio-Liam;1;9418;-;-
Alessio-Manuel;Alessio-Manuel;1;9418;1;1791
Alessio-Marco;Alessio-Marco;1;9418;1;1791
Alessio-Marcus;Alessio-Marcus;1;9418;-;-
Alessio-Matteo;Alessio-Matteo;1;9418;-;-
Alessio-Nikola;Alessio-Nikola;1;9418;-;-
Alessio-Nino;Alessio-Nino;1;9418;-;-
Alessio-Phileas;Alessio-Phileas;1;9418;-;-
Alessio-Stefan;Alessio-Stefan;1;9418;-;-
Alessis;Alessis;1;9418;-;-
Alessyo;Alessyo;1;9418;-;-
Alex;Alex;707;188;53;127
Alexa;Alessio;2;6465;-;-
Alexan;Alexan;1;9418;-;-
Alexandar;Alexander;65;835;2;1237
Alexander;Alexander;31579;4;701;7
Âlexander;Alexander;1;9418;-;-
Alexander-Akira;Alexander-Akira;1;9418;-;-
Alexander-Alfred;Alexander-Alfred;1;9418;-;-
Alexander-Alin;Alexander-Alin;1;9418;-;-
Alexander-Andre;Alexander-Andre;1;9418;-;-
Alexander-Andrei;Alexander-Andrei;1;9418;-;-
Alexander-Benjamin;Alexander-Benjamin;1;9418;-;-
Alexander-Christian;Alexander-Christian;2;6465;-;-
Alexander-Constantin;Alexander-Constantin;1;9418;-;-
Alexander-Cristiano;Alexander-Cristiano;1;9418;-;-
Alexander-Daniel;Alexander-Daniel;2;6465;-;-
Alexander-Diether;Alexander-Diether;1;9418;-;-
Alexander-Dominic;Alexander-Dominic;1;9418;1;1791
Alexander-Dominik;Alexander-Dominik;1;9418;-;-
Alexander-Eduard;Alexander-Eduard;1;9418;-;-
Alexander-Elias;Alexander-Elias;1;9418;-;-
Alexander-Ernst;Alexander-Ernst;1;9418;-;-
Alexander-Erol;Alexander-Erol;1;9418;-;-
Alexander-Filipe;Alexander-Filipe;1;9418;-;-
Alexander-Gabriel;Alexander-Gabriel;2;6465;-;-
Alexander-Georg;Alexander-Georg;1;9418;-;-
Alexander-Helmut;Alexander-Helmut;1;9418;-;-
Alexander-Hubertus;Alexander-Hubertus;1;9418;-;-
Alexander-Ivan;Alexander-Ivan;1;9418;-;-
Alexander-James;Alexander-James;1;9418;-;-
Alexander-Jan;Alexander-Jan;1;9418;-;-
Alexander-Joachim;Alexander-Joachim;1;9418;-;-
Alexander-Johannes;Alexander-Johannes;1;9418;1;1791
Alexander-Josef;Alexander-Josef;2;6465;1;1791
Alexander-Karim;Alexander-Karim;1;9418;-;-
Alexander-Lee;Alexander-Lee;1;9418;-;-
Alexander-Leo;Alexander-Leo;1;9418;-;-
Alexander-Leon;Alexander-Leon;1;9418;-;-
Alexander-Lewis;Alexander-Lewis;1;9418;-;-
Alexander-Linus;Alexander-Linus;1;9418;1;1791
Alexander-Lukas;Alexander-Lukas;1;9418;-;-
Alexander-Mariam;Alexander-Mariam;1;9418;-;-
Alexander-Mario;Alexander-Mario;1;9418;-;-
Alexander-Markus;Alexander-Markus;1;9418;-;-
Alexander-Martin;Alexander-Martin;1;9418;-;-
Alexander-Maximilian;Alexander-Maximilian;1;9418;-;-
Alexander-Michael;Alexander-Michael;3;5161;-;-
Alexander-Moritz;Alexander-Moritz;1;9418;-;-
Alexander-Nichlas;Alexander-Nichlas;1;9418;-;-
Alexander-Nicolas;Alexander-Nicolas;1;9418;1;1791
Alexander-Noah;Alexander-Noah;1;9418;-;-
Alexander-Paul;Alexander-Paul;1;9418;-;-
Alexander-Putra;Alexander-Putra;1;9418;-;-
Alexander-Rainer;Alexander-Rainer;1;9418;-;-
Alexander-Raphael;Alexander-Raphael;1;9418;-;-
Alexander-René;Alexander-René;2;6465;-;-
Alexander-Richard;Alexander-Richard;1;9418;1;1791
Alexander-Robert;Alexander-Robert;1;9418;-;-
Alexander-Rudi;Alexander-Rudi;1;9418;-;-
Alexander-Sahand;Alexander-Sahand;1;9418;-;-
Alexander-Samuel;Alexander-Samuel;1;9418;-;-
Alexander-Sergej;Alexander-Sergej;1;9418;-;-
Alexander-Simon;Alexander-Simon;1;9418;-;-
Alexander-Stefan;Alexander-Stefan;2;6465;-;-
Alexander-Visoth;Alexander-Visoth;1;9418;-;-
Alexander-Vitus;Alexander-Vitus;1;9418;-;-
Alexander-Walter;Alexander-Walter;1;9418;-;-
Alexander-Wilfried;Alexander-Wilfried;1;9418;-;-
Alexander-Wilhelm;Alexander-Wilhelm;1;9418;-;-
Alexander-Willi;Alexander-Willi;1;9418;-;-
Alexander-William;Alexander-William;1;9418;-;-
Alexandr;Alexander;8;2934;2;1237
Alexandre;Alexander;33;1260;3;954
Alexandré;Alexander;1;9418;-;-
Alex-Andrei;Alex-Andrei;1;9418;-;-
Alexandro;Alexander;44;1062;5;711
Alexandro-Angelino;Alexandro-Angelino;1;9418;-;-
Alexandro-Carlos;Alexandro-Carlos;1;9418;-;-
Alexandros;Alexander;48;1018;3;954
Alexandru;Alexander;93;667;14;346
Alexandru-Andrei;Alexandru-Andrei;2;6465;1;1791
Alexandru-Augustin;Alexandru-Augustin;1;9418;-;-
Alexandru-Austin;Alexandru-Austin;1;9418;-;-
Alexandru-Bogdan;Alexandru-Bogdan;1;9418;1;1791
Alexandrucristian;Alexandrucristian;1;9418;-;-
Alexandru-David;Alexandru-David;2;6465;1;1791
Alexandru-Deian;Alexandru-Deian;1;9418;-;-
Alexandru-Dumitru;Alexandru-Dumitru;1;9418;-;-
Alexandru-Eduard;Alexandru-Eduard;1;9418;-;-
Alexandru-Elisei;Alexandru-Elisei;1;9418;-;-
Alexandru-Florian;Alexandru-Florian;2;6465;-;-
Alexandru-Florin;Alexandru-Florin;1;9418;-;-
Alexandru-Gabriel;Alexandru-Gabriel;2;6465;-;-
Alexandru-Ignat;Alexandru-Ignat;1;9418;-;-
Alexandru-Ilie;Alexandru-Ilie;1;9418;-;-
Alexandru-Ioan;Alexandru-Ioan;2;6465;1;1791
Alexandru-Ionut;Alexandru-Ionut;1;9418;-;-
Alexandru-Matteo;Alexandru-Matteo;1;9418;-;-
Alexandru-Matthias;Alexandru-Matthias;1;9418;-;-
Alexandru-Mihai;Alexandru-Mihai;3;5161;1;1791
Alexandru-Ovidiu;Alexandru-Ovidiu;1;9418;-;-
Alexandru-Patrik;Alexandru-Patrik;1;9418;-;-
Alexandru-Sebastian;Alexandru-Sebastian;2;6465;-;-
Alexandru-Stefan;Alexandru-Stefan;1;9418;-;-
Alexandru-Ştefan;Alexandru-Stefan;1;9418;-;-
Alexandru-Valentin;Alexandru-Valentin;1;9418;-;-
Alex-Antonio;Alex-Antonio;1;9418;-;-
Alex-Asad;Alex-Asad;1;9418;-;-
Alex-Christoffer;Alex-Christoffer;1;9418;-;-
Alex-Constantin;Alex-Constantin;1;9418;1;1791
Alexei;Alessio;13;2212;-;-
Alexeij;Alessio;1;9418;-;-
Alexej;Alessio;40;1130;1;1791
Alexey;Alessio;15;2017;2;1237
Alex-Florian;Alex-Florian;1;9418;-;-
Alexi;Alexi;1;9418;-;-
Alexian;Alexian;1;9418;-;-
Alexi-Felix;Alexi-Felix;1;9418;-;-
Alexin;Alexin;1;9418;-;-
Alexios;Alessio;5;3825;-;-
Alexis;Alessio;54;944;7;559
Alexis-Raphael;Alexis-Raphael;1;9418;-;-
Alexius;Alessio;11;2451;-;-
Alex-Jonas;Alex-Jonas;1;9418;1;1791
Alexsandar;Alexsandar;1;9418;-;-
Alexsander;Alexander;9;2736;-;-
Alexsandro;Alexander;8;2934;-;-
Alex-Sandro;Alex-Sandro;1;9418;-;-
Alex-Ștefan;Alex-Ștefan;1;9418;-;-
Alex-Timon;Alex-Timon;1;9418;-;-
Alex-Valentin;Alex-Valentin;1;9418;-;-
Alexzander;Alexzander;1;9418;1;1791
