Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Lukah;Lukah;1;9418;-;-
Luka-Joël;Luka-Joël;1;9418;-;-
Luka-Leo;Luka-Leo;1;9418;-;-
Luka-Leon;Luka-Leon;2;6465;-;-
Luka-Marko;Luka-Marko;1;9418;-;-
Luka-Mateo;Luka-Mateo;1;9418;-;-
Luka-Matheo;Luka-Matheo;1;9418;-;-
Lukan;Lukan;1;9418;-;-
Luka-Nils;Luka-Nils;1;9418;-;-
Lukas;Lukas;35590;2;690;8
Lukás;Lukas;2;6465;-;-
Lukáš;Lukas;10;2599;-;-
Lukas-Adrian;Lukas-Adrian;1;9418;1;1791
Lukas-Aleksandar;Lukas-Aleksandar;1;9418;-;-
Lukas-Alexander;Lukas-Alexander;11;2451;-;-
Lukas-Alexandru;Lukas-Alexandru;2;6465;1;1791
Lukas-Alois;Lukas-Alois;1;9418;-;-
Lukas-Andre;Lukas-André;1;9418;-;-
Lukas-André;Lukas-André;2;6465;-;-
Lukas-Andrea;Lukas-Andrea;1;9418;-;-
Lukas-Andreas;Lukas-Andreas;4;4360;-;-
Lukas-Andrei;Lukas-Andrei;2;6465;2;1237
Lukas-Angelo;Lukas-Angelo;1;9418;-;-
Lukas-Antonio;Lukas-Antonio;1;9418;-;-
Lukas-Arno;Lukas-Arno;1;9418;-;-
Lukas-Augustin;Lukas-Augustin;1;9418;-;-
Lukas-Benedikt;Lukas-Benedikt;1;9418;-;-
Lukas-Benjamin;Lukas-Benjamin;2;6465;-;-
Lukas-Bernd;Lukas-Bernd;1;9418;-;-
Lukas-Christian;Lukas-Christian;4;4360;-;-
Lukas-Christoph;Lukas-Christoph;1;9418;-;-
Lukas-Christopher;Lukas-Christopher;1;9418;-;-
Lukas-Claudius;Lukas-Claudius;1;9418;-;-
Lukas-Constantin;Lukas-Constantin;1;9418;-;-
Lukas-Cristian;Lukas-Cristian;2;6465;-;-
Lukas-Damian;Lukas-Damian;2;6465;-;-
Lukas-Daniel;Lukas-Daniel;1;9418;-;-
Lukas-Danijel;Lukas-Danijel;1;9418;-;-
Lukas-Dennis;Lukas-Dennis;1;9418;-;-
Lukas-Dimitri;Lukas-Dimitri;1;9418;-;-
Lukas-Dominic;Lukas-Dominic;1;9418;-;-
Lukas-Elias;Lukas-Elias;3;5161;2;1237
Lukas-Elisei;Lukas-Elisei;1;9418;-;-
Lukas-Emil;Lukas-Emil;1;9418;-;-
Lukas-Fabian;Lukas-Fabian;2;6465;-;-
Lukas-Felix;Lukas-Felix;1;9418;-;-
Lukas-Florian;Lukas-Florian;2;6465;-;-
Lukas-Franz;Lukas-Franz;2;6465;-;-
Lukas-Gabriel;Lukas-Gabriel;7;3148;-;-
Lukas-Gerald;Lukas-Gerald;1;9418;-;-
Lukas-Hendrik;Lukas-Hendrik;1;9418;-;-
Lukas-Herbert;Lukas-Herbert;2;6465;-;-
Lukas-Hubert;Lukas-Hubert;1;9418;-;-
Lukas-Ionut;Lukas-Ionut;1;9418;-;-
Lukas-Jan;Lukas-Jan;1;9418;-;-
Lukas-Johann;Lukas-Johann;1;9418;-;-
Lukas-Johannes;Lukas-Johannes;2;6465;-;-
Lukas-John;Lukas-John;1;9418;-;-
Lukas-Jonus;Lukas-Jonus;1;9418;-;-
Lukas-Josef;Lukas-Josef;2;6465;-;-
Lukas-Julian;Lukas-Julian;1;9418;-;-
Lukas-Kajetan;Lukas-Kajetan;1;9418;-;-
Lukas-Karim;Lukas-Karim;1;9418;-;-
Lukas-Karl;Lukas-Karl;1;9418;-;-
Lukas-Leo;Lukas-Leo;1;9418;-;-
Lukas-Leopold;Lukas-Leopold;1;9418;-;-
Lukas-Magnus;Lukas-Magnus;1;9418;-;-
Lukas-Manuel;Lukas-Manuel;2;6465;-;-
Lukas-Marcel;Lukas-Marcel;3;5161;-;-
Lukas-Mario;Lukas-Mario;3;5161;1;1791
Lukas-Marius;Lukas-Marius;1;9418;-;-
Lukas-Markus;Lukas-Markus;2;6465;-;-
Lukas-Marsel;Lukas-Marsel;1;9418;-;-
Lukas-Martin;Lukas-Martin;1;9418;-;-
Lukas-Massimo;Lukas-Massimo;1;9418;-;-
Lukas-Matthäus;Lukas-Matthäus;1;9418;-;-
Lukas-Matthias;Lukas-Matthias;4;4360;-;-
Lukas-Maximilian;Lukas-Maximilian;4;4360;-;-
Lukas-Merlin;Lukas-Merlin;1;9418;-;-
Lukas-Michael;Lukas-Michael;1;9418;-;-
Lukas-Mike;Lukas-Mike;1;9418;-;-
Lukas-Narcis;Lukas-Narcis;1;9418;-;-
Lukas-Nicola;Lukas-Nicola;1;9418;-;-
Lukas-Nicolay;Lukas-Nicolay;1;9418;-;-
Lukas-Noah;Lukas-Noah;1;9418;-;-
Lukas-Patrick;Lukas-Patrick;1;9418;-;-
Lukas-Peter;Lukas-Peter;3;5161;-;-
Lukas-Philipp;Lukas-Philipp;3;5161;-;-
Lukas-Phillip;Lukas-Philipp;1;9418;-;-
Lukas-Ralph;Lukas-Ralph;1;9418;-;-
Lukas-Rene;Lukas-Rene;1;9418;-;-
Lukas-Robert;Lukas-Robert;2;6465;-;-
Lukas-Robin;Lukas-Robin;1;9418;-;-
Lukass;Lukass;1;9418;-;-
Lukas-Samuel;Lukas-Samuel;1;9418;-;-
Lukas-Santino;Lukas-Santino;1;9418;-;-
Lukas-Sebastian;Lukas-Sebastian;3;5161;-;-
Lukas-Sharif;Lukas-Sharif;1;9418;-;-
Lukas-Simon;Lukas-Simon;2;6465;-;-
Lukas-Stefan;Lukas-Stefan;1;9418;1;1791
Lukas-Stephan;Lukas-Stephan;1;9418;-;-
Lukas-Valerian;Lukas-Valerian;1;9418;-;-
Lukas-Victor;Lukas-Victor;1;9418;1;1791
Lukas-Vuk;Lukas-Vuk;1;9418;-;-
Lukas-Walter;Lukas-Walter;1;9418;-;-
Lukas-Werner;Lukas-Werner;1;9418;-;-
Lukas-Wolfgang;Lukas-Wolfgang;1;9418;-;-
Lukas-Yanis;Lukas-Yanis;1;9418;-;-
Lukasz;Lukas;12;2317;-;-
Łukasz;Lukas;2;6465;1;1791
Luka-Tin;Luka-Tin;1;9418;-;-
Luka-Vlade;Luka-Vlade;1;9418;-;-
Luke;Lukas;141;519;12;402
Luke-Christian;Luke-Christian;1;9418;-;-
Lukes;Lukes;3;5161;-;-
Lukhman;Lukhman;1;9418;-;-
Luki;Luki;1;9418;-;-
Lukian;Lukian;6;3462;1;1791
Lukijan;Lukijan;1;9418;-;-
Lukman;Lukman;7;3148;1;1791
Lukyan;Lukyan;2;6465;-;-
Lulzim;Lulzim;6;3462;-;-
Lum;Lum;1;9418;-;-
Lumbardh;Lumbardh;1;9418;-;-
Lumi;Lumi;2;6465;-;-
Lu-Miel;Lu-Miel;1;9418;-;-
Lun;Lun;2;6465;-;-
Lunar;Lunar;1;9418;-;-
Lunas;Lunas;1;9418;1;1791
Lundrim;Lundrim;2;6465;-;-
Lunes;Lunes;1;9418;-;-
Lunis;Lunis;4;4360;2;1237
Luo;Luo;2;6465;1;1791
Lúo;Luo;1;9418;-;-
Lúon;Lúon;4;4360;-;-
Lúon-Noel;Lúon-Noel;1;9418;-;-
Lupche;Lupche;1;9418;1;1791
Lupo;Lupo;3;5161;-;-
Lupus;Lupus;1;9418;-;-
Luqman;Luqman;3;5161;-;-
Luqmann;Luqmann;1;9418;-;-
Lurin;Lurin;1;9418;-;-
Lusajo;Lusajo;1;9418;-;-
Luta;Luta;1;9418;-;-
Lutfi;Lutfi;5;3825;-;-
Lütfi;Lütfi;3;5161;-;-
Lütfü;Lütfü;3;5161;-;-
Lütfullah;Lütfullah;2;6465;-;-
Luther;Luther;1;9418;-;-
Lu-Tiem;Lu-Tiem;1;9418;-;-
Lutonadio;Lutonadio;1;9418;-;-
Lutz;Lutz;11;2451;-;-
Luuk;Luuk;6;3462;1;1791
Luvino;Luvino;1;9418;1;1791
Luvis;Luvis;1;9418;-;-
Lux;Lux;3;5161;1;1791
Luxmoore;Luxmoore;1;9418;-;-
Luyeye;Luyeye;1;9418;1;1791
Luyi;Luyi;1;9418;-;-
Luyis;Luyis;1;9418;-;-
Luz;Luz;1;9418;-;-
Luzian;Lucian;19;1737;1;1791
Luzian-Paul;Luzian-Paul;1;9418;-;-
Luzien;Luzien;1;9418;-;-
Luzius;Lucius;2;6465;-;-
Lyam;Lyam;5;3825;1;1791
Lyam-Malik;Lyam-Malik;1;9418;-;-
Lyan;Lyan;4;4360;-;-
Lyas;Lyas;1;9418;-;-
Lyes;Lyes;1;9418;-;-
Lynard;Lynard;1;9418;-;-
Lynton;Lynton;1;9418;-;-
Lyo;Lyo;4;4360;-;-
Lyon;Lyon;22;1591;1;1791
Lyonel;Lyonel;7;3148;-;-
Lyova;Lyova;1;9418;-;-
Lyrion;Lyrion;1;9418;1;1791
Lys;Lys;1;9418;-;-
Lysander;Lysander;33;1260;1;1791
Lysander-Maurice;Lysander-Maurice;1;9418;-;-
Lysandros;Lysander;1;9418;-;-
Lyubomir;Lyubomir;2;6465;-;-
Lyutfi;Lyutfi;1;9418;-;-
Ma;Ma;1;9418;-;-
Maab;Maab;1;9418;-;-
Maaf;Maaf;1;9418;-;-
Maahir;Maahir;2;6465;1;1791
Maajid;Maajid;1;9418;1;1791
Maalik;Maalik;1;9418;-;-
Maamer;Maamer;1;9418;-;-
Maamon;Maamon;1;9418;1;1791
Maan;Maan;1;9418;-;-
Mâark;Mâark;1;9418;-;-
Maarten;Maarten;4;4360;-;-
Maarten-Noel;Maarten-Noel;1;9418;-;-
Maaz;Maaz;4;4360;-;-
Maazim;Maazim;1;9418;-;-
Mac;Mac;3;5161;-;-
Macar;Macar;1;9418;-;-
Macario;Macario;1;9418;-;-
Macdonald;Macdonald;1;9418;-;-
Macel;Macel;4;4360;-;-
Maceo;Maceo;12;2317;1;1791
Macéo;Maceo;1;9418;-;-
Machmud;Machmud;1;9418;-;-
Macid;Macid;1;9418;-;-
Maciej;Maciej;12;2317;-;-
Macit;Macit;4;4360;-;-
Mac-Nelson;Mac-Nelson;1;9418;-;-
Maco;Maco;4;4360;-;-
Madai;Madai;1;9418;-;-
Madalin;Madalin;1;9418;-;-
Mãdãlin;Madalin;1;9418;-;-
Maddox;Maddox;59;884;5;711
Maddox-George;Maddox-George;1;9418;1;1791
Maddox-Luis;Maddox-Luis;1;9418;-;-
Maddumage;Maddumage;1;9418;-;-
Madhavan;Madhavan;1;9418;-;-
Madi;Madi;1;9418;-;-
Madiakhaté;Madiakhaté;1;9418;-;-
Madikay;Madikay;1;9418;-;-
Madjad;Madjad;1;9418;-;-
Madox;Madox;3;5161;-;-
Madru;Madru;1;9418;-;-
Mads;Mads;5;3825;1;1791
Madu;Madu;1;9418;-;-
Madyan;Madyan;1;9418;-;-
Mael;Mael;28;1388;4;808
Maél;Mael;1;9418;-;-
Maël;Mael;9;2736;1;1791
Mael-Nayeli;Mael-Nayeli;1;9418;-;-
Maen;Maen;1;9418;1;1791
Maeven;Maeven;1;9418;-;-
Mafis;Mafis;1;9418;-;-
Magamed;Magamed;7;3148;-;-
Magar;Magar;1;9418;-;-
Magd;Magd;1;9418;-;-
Magdi;Magdi;1;9418;-;-
Magdy;Magdy;3;5161;-;-
Maged;Maged;7;3148;-;-
Magedaldin;Magedaldin;1;9418;-;-
Magid;Magid;1;9418;-;-
Magloire;Magloire;1;9418;-;-
Magnas;Magnas;1;9418;-;-
Magnâus;Magnâus;1;9418;-;-
Magnus;Magnus;292;342;31;199
Magnus-Alexander;Magnus-Alexander;1;9418;-;-
Magnus-Aurelius;Magnus-Aurelius;1;9418;1;1791
Magnus-David;Magnus-David;1;9418;-;-
Magomed;Muhammed;37;1183;2;1237
Magomed-Ali;Magomed-Ali;2;6465;-;-
Magomedmuchtar;Magomedmuchtar;1;9418;-;-
Magomed-Salach;Magomed-Salach;1;9418;-;-
Magomed-Salah;Magomed-Salah;2;6465;-;-
Magor;Magor;5;3825;1;1791
Mahad;Mahad;1;9418;1;1791
Mahadi;Mahadi;1;9418;-;-
Maham;Maham;1;9418;1;1791
Mahamed;Mahamed;8;2934;1;1791
Mahamud;Mahamud;2;6465;1;1791
Mahamuud;Mahamuud;1;9418;-;-
Mahan;Mahan;15;2017;3;954
Mahar;Mahar;1;9418;-;-
Mahasher;Mahasher;1;9418;-;-
Mahbeer;Mahbeer;1;9418;-;-
Mahdi;Mahdi;80;736;10;453
Mahdiar;Mahdiar;2;6465;-;-
Mahdin;Mahdin;1;9418;-;-
Mahdy;Mahdy;2;6465;-;-
Mahé;Mahé;1;9418;1;1791
Mahedi;Mahedi;1;9418;-;-
Maheen;Maheen;1;9418;-;-
Maher;Maher;11;2451;1;1791
Mahesh;Mahesh;1;9418;-;-
Mahfouz;Mahfouz;2;6465;1;1791
Mahi;Mahi;2;6465;-;-
Mahid;Mahid;1;9418;-;-
Mahil;Mahil;1;9418;-;-
Mahin;Mahin;1;9418;-;-
Mahinda;Mahinda;1;9418;-;-
Mahir;Mahir;164;477;19;285
Mahir-Kadir;Mahir-Kadir;1;9418;-;-
Mahir-Yasin;Mahir-Yasin;1;9418;-;-
Mahmed;Mahmed;1;9418;-;-
Mahmmud;Mahmmud;1;9418;-;-
Mahmod;Mahmod;9;2736;1;1791
Mahmood;Mahmood;1;9418;-;-
Mahmoud;Mahmoud;89;683;7;559
Mahmowd;Mahmowd;1;9418;-;-
Mahmud;Mahmoud;31;1303;-;-
Mahmudul;Mahmudul;1;9418;-;-
Mahmut;Mahmoud;65;835;1;1791
Mahmutbey;Mahmutbey;1;9418;-;-
Mahmutcan;Mahmutcan;1;9418;-;-
Mahmut-Can;Mahmut-Can;2;6465;-;-
Mahmuthan;Mahmuthan;1;9418;-;-
Mahmut-Taha;Mahmut-Taha;1;9418;-;-
Maho;Maho;1;9418;-;-
Mahol;Mahol;1;9418;-;-
Mahran;Mahran;1;9418;-;-
Mahsar;Mahsar;1;9418;-;-
Mahser;Mahser;1;9418;-;-
Mahsud;Mahsud;1;9418;1;1791
Mahsum;Mahsum;2;6465;-;-
Mahyar;Mahyar;3;5161;1;1791
Mai;Mai;1;9418;1;1791
Maiar;Maiar;1;9418;-;-
Maic;Mike;2;6465;-;-
Maicol;Maicol;1;9418;-;-
Maicon;Maicon;1;9418;-;-
Maid;Maid;72;780;12;402
Maidar;Maidar;1;9418;-;-
Maihan;Maihan;5;3825;-;-
Maik;Mike;82;723;4;808
Maikel;Maikel;8;2934;-;-
Maik-Gary;Maik-Gary;1;9418;-;-
Maikl;Maikl;1;9418;-;-
Maik-Leon;Maik-Leon;1;9418;-;-
Maiko;Maiko;6;3462;-;-
Maiky;Maiky;1;9418;-;-
Mailind;Mailind;1;9418;-;-
Mailo;Mailo;18;1785;6;637
Mair;Mair;1;9418;-;-
Mair-Ali;Mair-Ali;1;9418;-;-
Mairbek;Mairbek;3;5161;1;1791
Maisam;Maisam;4;4360;-;-
Maisara;Maisara;2;6465;-;-
Maison;Maison;2;6465;-;-
Maitho;Maitho;1;9418;1;1791
Maitreya;Maitreya;1;9418;-;-
Maiwand;Maiwand;5;3825;-;-
Maj;Maj;2;6465;-;-
Majan;Majan;2;6465;-;-
Majar;Majar;1;9418;-;-
Majd;Majd;3;5161;-;-
Majdin;Majdin;1;9418;-;-
Majed;Majed;3;5161;1;1791
Majeed;Majeed;1;9418;-;-
Majid;Majid;7;3148;4;808
Majk;Majk;1;9418;-;-
Majlind;Majlind;3;5161;-;-
Maj-Ludvik;Maj-Ludvik;1;9418;-;-
Major;Major;1;9418;-;-
Majus;Majus;1;9418;-;-
Mak;Mak;29;1361;4;808
Makaio;Makaio;1;9418;-;-
Makan;Makan;2;6465;-;-
Makar;Makar;5;3825;-;-
Makarije;Makarije;1;9418;-;-
Makarios;Makarios;3;5161;-;-
Makarius;Makarius;3;5161;-;-
Makeen;Makeen;2;6465;1;1791
Makoto;Makoto;1;9418;-;-
Makram;Makram;1;9418;-;-
Maks;Max;7;3148;-;-
Maksat;Maksat;1;9418;-;-
Maksim;Maxim;160;486;30;203
Maksim-Antony;Maksim-Antony;1;9418;-;-
Maksimilian;Maximilian;19;1737;5;711
Maksimilijan;Maximilian;11;2451;3;954
Maksimiljan;Maksimiljan;1;9418;-;-
Maksud;Maksud;1;9418;-;-
Maksym;Maxim;2;6465;-;-
Maksymilian;Maximilian;29;1361;5;711
Mal;Mal;4;4360;-;-
Malachi;Malachi;1;9418;-;-
Malachias;Malachias;4;4360;-;-
Maladho;Maladho;1;9418;-;-
Malak;Malak;1;9418;-;-
Malakai;Malakai;1;9418;-;-
Malakhi;Malakhi;1;9418;-;-
Malaz;Malaz;1;9418;1;1791
Malcolm;Malcolm;8;2934;-;-
Maleek;Maleek;1;9418;-;-
Malek;Malik;54;944;6;637
Maleo;Maleo;1;9418;1;1791
Mali;Mali;4;4360;1;1791
Malian;Malian;1;9418;-;-
Malick;Malick;5;3825;2;1237
Malik;Malik;403;283;57;120
Malík;Malik;1;9418;1;1791
Malik-Anis;Malik-Anis;1;9418;-;-
Malik-Erol;Malik-Erol;1;9418;-;-
Malik-Ester;Malik-Ester;1;9418;1;1791
Malikhan;Malikhan;1;9418;-;-
Malik-Kaan;Malik-Kaan;1;9418;-;-
Malik-Kazim;Malik-Kazim;1;9418;-;-
Malik-Musa;Malik-Musa;1;9418;1;1791
Malik-Mustafa;Malik-Mustafa;1;9418;-;-
Malik-Shakur;Malik-Shakur;1;9418;-;-
Malik-Sidiki;Malik-Sidiki;1;9418;-;-
Malin;Malin;4;4360;1;1791
Malindu;Malindu;1;9418;-;-
Malio;Malio;1;9418;-;-
Maliq;Maliq;1;9418;-;-
Malique;Malique;2;6465;-;-
Mališa;Mališa;2;6465;-;-
Malisha;Malisha;1;9418;-;-
Malkit;Malkit;1;9418;-;-
Malo;Malo;4;4360;1;1791
Malon;Malon;2;6465;-;-
Malor;Malor;1;9418;1;1791
Malsor;Malsor;4;4360;-;-
Malte;Malte;35;1231;2;1237
Malte-Loan;Malte-Loan;1;9418;-;-
Malu;Malu;1;9418;-;-
Maluouro-Daru;Maluouro-Daru;1;9418;-;-
Malus;Malus;1;9418;-;-
Maluwabu-Daru;Maluwabu-Daru;1;9418;-;-
Malvin;Melvin;11;2451;-;-
Malvinder;Malvinder;1;9418;-;-
Malwin;Malwin;5;3825;1;1791
Mam;Mam;1;9418;-;-
Mamadi;Mamadi;1;9418;-;-
Mamadou;Mamadou;5;3825;-;-
Mamadoudai;Mamadoudai;1;9418;-;-
Mamadou-Lamine;Mamadou-Lamine;1;9418;-;-
Mamdoh;Mamdoh;1;9418;-;-
Mamdouh;Mamdouh;1;9418;-;-
Mamo;Mamo;1;9418;-;-
Mamoun;Mamoun;2;6465;-;-
Mamuka;Mamuka;1;9418;-;-
Manaen;Menachem;2;6465;-;-
Manaf;Manaf;2;6465;-;-
Manar;Manar;3;5161;-;-
Manas;Manas;3;5161;-;-
Manase;Manase;5;3825;-;-
Manasse;Manasse;4;4360;-;-
Manav;Manav;5;3825;-;-
Manavjot;Manavjot;1;9418;-;-
Manaw;Manaw;1;9418;-;-
Manbir;Manbir;1;9418;-;-
Mand;Mand;1;9418;-;-
Mandakh;Mandakh;1;9418;-;-
Mandeep;Mandeep;3;5161;-;-
Mandeepe;Mandeep;1;9418;-;-
Mandela;Mandela;2;6465;-;-
Mandip;Mandip;1;9418;-;-
Manduul;Manduul;1;9418;-;-
Mane;Mane;3;5161;1;1791
Maneeu;Maneeu;1;9418;-;-
Manef;Manef;2;6465;-;-
Manel;Manel;1;9418;-;-
Maneli;Maneli;1;9418;-;-
Maneo;Maneo;2;6465;-;-
Manes;Manes;7;3148;-;-
Manès;Manes;2;6465;-;-
Manes-Alexander;Manes-Alexander;1;9418;-;-
Manettus;Manettus;1;9418;-;-
Manfred;Manfred;1851;107;3;954
Manfred-Johann;Manfred-Johann;1;9418;-;-
Manfred-Karl;Manfred-Karl;1;9418;-;-
Manfred-Singh;Manfred-Singh;1;9418;-;-
Mangege;Mangege;1;9418;1;1791
Manggon;Manggon;1;9418;-;-
Manh;Manh;2;6465;-;-
Mani;Mani;11;2451;-;-
Mani-Amaru;Mani-Amaru;1;9418;-;-
Maniel;Maniel;1;9418;-;-
Maninderjit;Maninderjit;1;9418;-;-
Manish;Manish;1;9418;-;-
Manito;Manito;1;9418;-;-
Manjap;Manjap;1;9418;-;-
Manjot;Manjot;9;2736;1;1791
Mankaran;Mankaran;1;9418;-;-
Mankirat;Mankirat;1;9418;-;-
Mankirt;Mankirt;2;6465;-;-
Manmeet;Manmeet;4;4360;1;1791
Mannad;Mannad;1;9418;-;-
Mannan;Mannan;1;9418;-;-
Mannix;Mannix;1;9418;-;-
Mannkaran;Mannkaran;1;9418;1;1791
Mannus;Mannus;1;9418;-;-
Mano;Mano;2;6465;-;-
Manoah;Manoah;7;3148;-;-
Manoel;Manoel;9;2736;-;-
Manoh;Manoh;1;9418;-;-
Manoj;Manoj;1;9418;-;-
Manojlo;Manojlo;1;9418;-;-
Manol;Manol;2;6465;-;-
Manolis;Manolis;4;4360;-;-
Manolito;Manolito;1;9418;-;-
Manolo;Manolo;23;1551;-;-
Manop;Manop;1;9418;-;-
Manou;Manou;2;6465;1;1791
Manouchehr;Manouchehr;1;9418;-;-
Manparit;Manparit;1;9418;-;-
Manpreet;Manpreet;5;3825;-;-
Manprit;Manprit;1;9418;-;-
Manraj;Manraj;13;2212;3;954
Manrico;Manrico;1;9418;-;-
Manroop;Manroop;1;9418;-;-
Mansa;Mansa;1;9418;-;-
Mansan;Mansan;1;9418;-;-
Mansher;Mansher;1;9418;-;-
Mansimran;Mansimran;1;9418;-;-
Mansor;Mansor;1;9418;1;1791
Mansour;Mansur;4;4360;-;-
Mansur;Mansur;48;1018;4;808
Mansuur;Mansuur;1;9418;-;-
Manu;Manu;8;2934;1;1791
Manú;Manu;1;9418;-;-
Manu-Anant;Manu-Anant;1;9418;-;-
Manuel;Manuel;23944;12;142;65
Mánuel;Manuel;4;4360;-;-
Manuel-Adrian;Manuel-Adrian;1;9418;-;-
Manuel-Alexander;Manuel-Alexander;4;4360;-;-
Manuel-Alois;Manuel-Alois;1;9418;-;-
Manuel-Andre;Manuel-Andre;1;9418;-;-
Manuel-Andreas;Manuel-Andreas;2;6465;-;-
Manuel-Armando;Manuel-Armando;1;9418;-;-
Manuel-Christian;Manuel-Christian;2;6465;-;-
Manuel-Christofer;Manuel-Christofer;1;9418;-;-
Manuel-Christopher;Manuel-Christofer;1;9418;-;-
Manuel-David;Manuel-David;1;9418;-;-
Manuele;Manuele;6;3462;-;-
Manuel-Emilio;Manuel-Emilio;1;9418;1;1791
Manuel-Fernando;Manuel-Fernando;1;9418;-;-
Manuel-Florinel;Manuel-Florinel;1;9418;-;-
Manuel-Frederik;Manuel-Frederik;1;9418;-;-
Manuel-Friedrich;Manuel-Friedrich;1;9418;-;-
Manuel-Habib;Manuel-Habib;1;9418;-;-
Manuel-Hermann;Manuel-Hermann;2;6465;-;-
Manuel-Johann;Manuel-Johann;1;9418;-;-
Manuel-Josef;Manuel-Josef;1;9418;-;-
Manuel-Karl;Manuel-Karl;2;6465;-;-
Manuel-Luca;Manuel-Luca;1;9418;-;-
Manuel-Mac;Manuel-Mac;1;9418;-;-
Manuel-Marcel;Manuel-Marcel;1;9418;-;-
Manuel-Matthias;Manuel-Matthias;1;9418;-;-
Manuel-Maximilian;Manuel-Maximilian;1;9418;-;-
Manuel-Mihai;Manuel-Mihai;1;9418;1;1791
Manuel-Nico;Manuel-Nico;1;9418;-;-
Manuel-Norbert;Manuel-Norbert;1;9418;-;-
Manuel-Pascal;Manuel-Pascal;1;9418;-;-
Manuel-Patrick;Manuel-Patrick;2;6465;-;-
Manuel-Prodan;Manuel-Prodan;1;9418;-;-
Manuel-Ralph;Manuel-Ralph;2;6465;-;-
Manuel-Ramon;Manuel-Ramon;1;9418;-;-
Manuel-Reinhold;Manuel-Reinhold;1;9418;-;-
Manuel-Robert;Manuel-Robert;2;6465;-;-
Manuel-Roberto;Manuel-Roberto;1;9418;-;-
Manuel-Roland;Manuel-Roland;1;9418;-;-
Manuel-Sebastian;Manuel-Sebastian;1;9418;-;-
Manuel-Stefan;Manuel-Stefan;1;9418;-;-
Manuel-Tamino;Manuel-Tamino;1;9418;-;-
Manuel-Werner;Manuel-Werner;2;6465;-;-
Manujel;Manujel;1;9418;-;-
Manus;Manus;1;9418;-;-
Manush;Manush;1;9418;-;-
Manveen;Manveen;1;9418;-;-
Manveer;Manveer;7;3148;1;1791
Manvik;Manvik;1;9418;-;-
Manvil;Manvil;3;5161;-;-
Manvir;Manvir;4;4360;2;1237
Manwinder;Manwinder;1;9418;1;1791
Manzoor;Manzoor;1;9418;1;1791
Manzur;Manzur;1;9418;-;-
Maor;Maor;2;6465;-;-
Maracel;Maracel;2;6465;-;-
Maran;Maran;1;9418;-;-
Marat;Marat;4;4360;-;-
Marawan;Marawan;10;2599;-;-
Marbin;Marbin;1;9418;-;-
Marbod;Marbod;1;9418;-;-
Marc;Markus;2575;91;13;371
Marc-Adrian;Marc-Adrian;1;9418;-;-
Marc-Alexander;Marc-Alexander;7;3148;-;-
Marc-Alfons;Marc-Alfons;1;9418;-;-
Marc-Andre;Marc-André;27;1415;-;-
Marc-André;Marc-André;40;1130;-;-
Marc-Andrè;Marc-André;1;9418;-;-
Marc-Andrě;Marc-André;1;9418;-;-
Marc-Andreas;Marc-Andreas;3;5161;-;-
Marc-Andrú;Marc-Andrú;1;9418;-;-
Marc-Anthony;Marc-Anthony;3;5161;-;-
Marc-Anton;Marc-Anton;4;4360;-;-
Marc-Antonio;Marc-Antonio;2;6465;-;-
Marc-Armand;Marc-Armand;1;9418;-;-
Marc-Armel;Marc-Armel;1;9418;-;-
Marc-Aurel;Marc-Aurel;4;4360;-;-
Marc-Benjamin;Marc-Benjamin;1;9418;-;-
Marc-Christian;Marc-Christian;1;9418;-;-
Marc-Christophe;Marc-Christophe;1;9418;-;-
Marc-Christopher;Mark-Christopher;1;9418;-;-
Marc-Corneliu;Marc-Corneliu;1;9418;-;-
Marc-Daniel;Marc-Daniel;2;6465;-;-
Marc-David;Marc-David;4;4360;-;-
Marc-Denis;Marc-Denis;1;9418;-;-
Marcel;Marcel;12842;31;155;59
Marćel;Marcel;1;9418;-;-
Marcel-Alexander;Marcel-Alexander;1;9418;-;-
Marcel-Alexsander;Marcel-Alexsander;1;9418;-;-
Marcel-Alfred;Marcel-Alfred;1;9418;-;-
Marcel-Ambros;Marcel-Ambros;1;9418;-;-
Marcel-Andre;Marcel-André;2;6465;-;-
Marcel-André;Marcel-André;5;3825;-;-
Marcel-Andreas;Marcel-Andreas;2;6465;1;1791
Marcel-Angelo;Marcel-Angelo;1;9418;-;-
Marcel-Christofer;Marcel-Christofer;1;9418;-;-
Marcel-Christoph;Marcel-Christoph;1;9418;-;-
Marcel-Christopher;Marcel-Christopher;1;9418;-;-
Marcel-Colin;Marcel-Colin;1;9418;-;-
Marcel-Daniel;Marcel-Daniel;2;6465;-;-
Marcel-Dominic;Marcel-Dominic;1;9418;-;-
Marcelé;Marcelé;1;9418;-;-
Marcel-Elias;Marcel-Elias;2;6465;-;-
Marcel-Eric;Marcel-Eric;1;9418;-;-
Marcel-Erwin;Marcel-Erwin;1;9418;-;-
Marcel-Fabian;Marcel-Fabian;1;9418;-;-
Marcel-Fabio;Marcel-Fabio;2;6465;-;-
Marcel-Filip;Marcel-Filip;1;9418;-;-
Marcel-Franz;Marcel-Franz;2;6465;-;-
Marc-Elias;Marc-Elias;1;9418;-;-
Marcelino;Marcellino;11;2451;-;-
Marcel-Jan;Marcel-Jan;1;9418;-;-
Marcel-Jason;Marcel-Jason;1;9418;-;-
