Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Carmen-Lieselotte;Carmen-Lieselotte;1;10439;-;-
Carmen-Maria;Carmen-Maria;6;3964;-;-
Carmen-Sofia;Carmen-Sofia;1;10439;-;-
Carmen-Sophie;Carmen-Sophie;5;4385;-;-
Carmen-Theres;Carmen-Theres;1;10439;-;-
Carmen-Vanessa;Carmen-Vanessa;1;10439;-;-
Carmina;Carmen;15;2352;-;-
Caro;Caro;12;2676;3;1029
Carol;Carol;12;2676;-;-
Carola;Carla;592;268;2;1339
Carola-Martina;Carola-Martina;1;10439;-;-
Carol-Ann;Carol-Anne;1;10439;-;-
Carol-Anne;Carol-Anne;3;5829;-;-
Carole;Carole;3;5829;-;-
Carole-Anne;Carole-Anne;1;10439;-;-
Carolen;Carolen;1;10439;-;-
Caroliene;Caroline;1;10439;-;-
Carolin;Caroline;864;211;23;256
Carolina;Caroline;1242;180;71;98
Carolina-Antonia;Carolina-Antonia;1;10439;-;-
Carolina-Chiara;Carolina-Chiara;1;10439;-;-
Carolina-Flora;Carolina-Flora;1;10439;-;-
Carolina-Maria;Carolina-Maria;2;7246;-;-
Carolina-Marie;Carolina-Marie;2;7246;-;-
Carolin-Anna;Carolin-Anna;2;7246;-;-
Carolina-Patricia;Carolina-Patricia;1;10439;-;-
Carolin-Christin;Carolin-Christin;1;10439;-;-
Carolin-Christina;Carolin-Christina;1;10439;-;-
Carolin-Dorothee;Carolin-Dorothee;1;10439;-;-
Caroline;Caroline;3231;101;74;95
Caroline-Aurelie;Caroline-Aurelie;1;10439;-;-
Caroline-Daria;Caroline-Daria;1;10439;1;1923
Caroline-Elena;Caroline-Elena;1;10439;-;-
Caroline-Elizabeth;Caroline-Elizabeth;1;10439;-;-
Caroline-Isabelle;Caroline-Isabelle;1;10439;-;-
Caroline-Liselotte;Caroline-Liselotte;1;10439;1;1923
Caroline-Magdalena;Caroline-Magdalena;1;10439;-;-
Caroline-Maria;Caroline-Maria;2;7246;1;1923
Caroline-Melanie;Caroline-Melanie;1;10439;-;-
Caroliner;Caroline;1;10439;-;-
Caroline-Sophie;Caroline-Sophie;1;10439;-;-
Carolin-Lucia;Carolin-Lucia;1;10439;-;-
Carolin-Marie;Carolin-Marie;1;10439;-;-
Carolin-Marlen;Carolin-Marlen;1;10439;-;-
Carolin-Sophie;Carolin-Sophie;2;7246;-;-
Carollina;Carollina;1;10439;-;-
Carolyn;Caroline;40;1321;-;-
Carolyn-Ayleen;Carolyn-Ayleen;1;10439;-;-
Carolyne;Carolyne;4;4969;-;-
Carolyn-Marie;Carolyn-Marie;1;10439;-;-
Caron;Caron;1;10439;-;-
Carrie;Carrie;9;3164;-;-
Carry;Carrie;7;3644;-;-
Cartier;Cartier;1;10439;-;-
Caryn;Caryn;1;10439;-;-
Carys;Carys;1;10439;-;-
Casandra;Cassandra;13;2568;1;1923
Casedy;Casedy;1;10439;-;-
Casey;Casey;8;3378;1;1923
Casey-Jean;Casey-Jean;1;10439;-;-
Cashlin;Cashlin;1;10439;-;-
Cassady;Cassady;3;5829;-;-
Cassandra;Cassandra;117;705;4;885
Cassandra-Julia;Cassandra-Julia;1;10439;-;-
Cassedy;Cassedy;1;10439;-;-
Cassey-Ann;Cassey-Ann;1;10439;-;-
Cassia;Cassia;8;3378;1;1923
Cassia-Selena;Cassia-Selena;1;10439;-;-
Cassidy;Cassidy;8;3378;-;-
Cassidy-Chelsea;Cassidy-Chelsea;1;10439;-;-
Cassie;Cassie;4;4969;-;-
Cassiopea;Cassiopea;1;10439;-;-
Cassiopeia;Cassiopeia;2;7246;-;-
Cassy;Cassy;4;4969;-;-
Cassya;Cassya;1;10439;-;-
Casy;Casy;1;10439;-;-
Cat;Cat;2;7246;-;-
Catalaya;Catalaya;2;7246;1;1923
Catalea;Catalea;12;2676;5;755
Cataleia;Cataleia;1;10439;-;-
Cataleja;Cataleja;1;10439;-;-
Catalena;Catalena;2;7246;-;-
Cataleya;Cataleya;164;566;26;226
Cataleya-Annika;Cataleya-Annika;1;10439;-;-
Cataleya-Carmen;Cataleya-Carmen;1;10439;-;-
Cataleya-Celeste;Cataleya-Celeste;1;10439;-;-
Cataleya-Isabella;Cataleya-Isabella;1;10439;-;-
Cataleya-Josefa;Cataleya-Josefa;1;10439;-;-
Cataleya-Melina;Cataleya-Melina;1;10439;-;-
Cataleya-Sophie;Cataleya-Sophie;1;10439;-;-
Catalin;Catalin;4;4969;-;-
Catalina;Katharina;73;918;4;885
Catalina-Andrea;Catalina-Andrea;1;10439;-;-
Cátálina-Gabriela;Cátálina-Gabriela;1;10439;-;-
Catalina-Marie;Catalina-Marie;1;10439;1;1923
Catalina-Sophie;Catalina-Sophie;1;10439;-;-
Catarina;Katharina;56;1082;-;-
Catarine;Katharina;1;10439;-;-
Cate;Cate;2;7246;-;-
Catelyn;Katharina;1;10439;-;-
Caterina;Katharina;146;612;3;1029
Caterina-Brigitte;Caterina-Brigitte;1;10439;-;-
Cathalea;Cathalea;5;4385;1;1923
Cathalena;Cathalena;1;10439;-;-
Cathaleya;Cathaleya;3;5829;-;-
Cathalina;Cathalina;3;5829;1;1923
Cathalina-Sophie;Cathalina-Sophie;1;10439;-;-
Catharina;Katharina;409;332;1;1923
Catharina-Alexandra;Catharina-Alexandra;1;10439;-;-
Catharina-Bianca;Catharina-Bianca;1;10439;-;-
Catharina-Maria;Katharina-Maria;3;5829;-;-
Catharina-May;Catharina-May;1;10439;-;-
Catharina-Victoria;Catharina-Victoria;1;10439;-;-
Catharine;Katharina;4;4969;-;-
Cathaysa;Cathaysa;1;10439;-;-
Catherin;Katharina;3;5829;-;-
Catherina;Katharina;86;848;-;-
Catherina-Anna;Catherina-Anna;1;10439;-;-
Catherina-Susanne;Catherina-Susanne;1;10439;-;-
Catherine;Katharina;159;575;1;1923
Cathérine;Katharina;6;3964;-;-
Cátherine;Katharina;2;7246;-;-
Catherine-Anne;Catherine-Anne;1;10439;-;-
Catherine-Beatrice;Catherine-Beatrice;1;10439;-;-
Catherine-Jeanette;Catherine-Jeanette;1;10439;-;-
Catherine-Justine;Catherine-Justine;1;10439;-;-
Catherine-Marie;Catherine-Marie;1;10439;-;-
Catherine-Sophie;Catherine-Sophie;1;10439;-;-
Catherine-Theres;Catherine-Theres;1;10439;-;-
Cathia;Katja;2;7246;-;-
Cathleen;Katharina;29;1609;-;-
Cathlen;Katharina;1;10439;-;-
Cathline;Katharina;1;10439;-;-
Cathlynn;Cathlynn;1;10439;-;-
Cathreen;Cathreen;1;10439;-;-
Cathrin;Katharina;173;543;0;0
Cathrina;Katharina;9;3164;-;-
Cathrin-Agnes;Cathrin-Agnes;1;10439;-;-
Cathrine;Katharina;34;1469;-;-
Cathrin-Jean;Cathrin-Jean;1;10439;-;-
Cathrin-Sophie;Cathrin-Sophie;1;10439;-;-
Cathrin-Yvonne;Cathrin-Yvonne;1;10439;-;-
Cathryn;Katharina;3;5829;-;-
Cathy;Cathy;7;3644;1;1923
Catia;Katja;1;10439;-;-
Catiana;Catiana;2;7246;-;-
Catie;Catie;1;10439;1;1923
Catina;Catina;3;5829;-;-
Catinca;Catinca;2;7246;-;-
Catja;Catja;2;7246;-;-
Catleen;Katharina;1;10439;-;-
Catlin;Katharina;2;7246;-;-
Catrien;Katharina;1;10439;-;-
Catrin;Katharina;61;1014;-;-
Catrina;Katharina;8;3378;-;-
Catrine;Katharina;3;5829;-;-
Catrine-Josefine;Catrine-Josefine;1;10439;-;-
Catrin-Liliane;Catrin-Liliane;1;10439;-;-
Catriona;Katharina;4;4969;-;-
Cattaleya;Cattaleya;2;7246;2;1339
Cattarina;Katharina;1;10439;-;-
Cattina;Cattina;2;7246;-;-
Cattleya;Cataleya;6;3964;-;-
Cavara;Cavara;1;10439;-;-
Cawo;Cawo;1;10439;-;-
Caya;Caya;7;3644;1;1923
Cayan;Cayan;1;10439;-;-
Cayden;Cayden;1;10439;-;-
Caydence;Caydence;1;10439;-;-
Cayenne;Cayenne;6;3964;-;-
Cayenne-Renée;Cayenne-Renée;1;10439;-;-
Cayetana;Cayetana;1;10439;-;-
Cayla;Cayla;2;7246;-;-
Caylana;Caylana;1;10439;-;-
Cayleen;Cayleen;1;10439;-;-
Caylie;Caylie;1;10439;-;-
Caysha;Caysha;1;10439;-;-
Ceara;Ceara;1;10439;-;-
Ceca;Ceca;1;10439;-;-
Cecil;Cecilia;11;2831;1;1923
Cecile;Cecilia;46;1232;-;-
Cécile;Cecilia;18;2116;-;-
Cecilee;Cecilia;1;10439;-;-
Cecilia;Cecilia;169;550;13;383
Cécilia;Cecilia;2;7246;-;-
Cecilia-Maria;Cecilia-Maria;1;10439;-;-
Cecilia-Rose;Cecilia-Rose;1;10439;-;-
Cecilia-Valencia;Cecilia-Valencia;1;10439;-;-
Cecilie;Cecilia;6;3964;-;-
Cecilija;Cecilia;3;5829;-;-
Cecillia;Cecillia;1;10439;-;-
Cecily;Cecilia;7;3644;-;-
Cecina;Cecina;1;10439;-;-
Cecylia;Cecilia;2;7246;-;-
Cecylle;Cecilia;1;10439;-;-
Cedar;Cedar;2;7246;-;-
Cedella;Cedella;1;10439;-;-
Cedomira;Cedomira;1;10439;-;-
Cedra;Cedra;1;10439;1;1923
Ceesay;Ceesay;1;10439;-;-
Cehre;Cehre;1;10439;-;-
Cela;Cela;1;10439;-;-
Celayla-Sofie;Celayla-Sofie;1;10439;-;-
Celena;Celena;2;7246;-;-
Celena-Kimberly;Celena-Kimberly;1;10439;-;-
Celenia;Celenia;1;10439;-;-
Celes;Celes;1;10439;-;-
Celesta;Celesta;2;7246;-;-
Celeste;Celeste;21;1920;-;-
Céleste;Celeste;4;4969;1;1923
Celesté-Janine;Celesté-Janine;1;10439;-;-
Celeste-Sarah;Celeste-Sarah;1;10439;-;-
Célestin;Celestine;1;10439;-;-
Celestina;Celestine;9;3164;-;-
Celestine;Celestine;19;2046;1;1923
Célestine;Celestine;1;10439;1;1923
Celia;Celia;45;1244;2;1339
Célia;Celia;3;5829;-;-
Celia-Deluna;Celia-Deluna;1;10439;-;-
Celia-Regina;Celia-Regina;1;10439;-;-
Celia-Sophie;Celia-Sophie;1;10439;-;-
Celia-Viktoria;Celia-Viktoria;1;10439;-;-
Celice;Celice;2;7246;-;-
Celicia;Celicia;2;7246;-;-
Celiea-Alin;Celiea-Alin;1;10439;-;-
Celin;Celina;115;713;4;885
Célin;Celina;1;10439;-;-
Celina;Celina;2582;119;28;207
Célina;Celina;8;3378;-;-
Celina-Alessia;Celina-Alessia;1;10439;-;-
Celina-Anna;Celina-Anna;1;10439;-;-
Celina-Asal;Celina-Asal;1;10439;1;1923
Celina-Barbara;Celina-Barbara;1;10439;-;-
Celina-Bettina;Celina-Bettina;1;10439;-;-
Celina-Chiara;Celina-Chiara;2;7246;-;-
Celina-Christina;Celina-Christina;1;10439;-;-
Celina-Daniela;Celina-Daniela;1;10439;-;-
Celina-Denise;Celina-Denise;1;10439;-;-
Celina-Electra;Celina-Electra;1;10439;-;-
Celina-Jessica;Celina-Jessica;1;10439;-;-
Celina-Katharina;Celina-Katharina;1;10439;-;-
Celina-Katja;Celina-Katja;1;10439;-;-
Celina-Leonie;Celina-Leonie;2;7246;-;-
Celina-Maria;Celina-Maria;8;3378;-;-
Celina-Marie;Celina-Marie;11;2831;1;1923
Celina-Michelle;Celina-Michelle;2;7246;-;-
Celina-Nadine;Celina-Nadine;1;10439;-;-
Celina-Renate;Celina-Renate;1;10439;-;-
Celina-Saraphina;Celina-Saraphina;1;10439;-;-
Celina-Sophie;Celina-Sophie;8;3378;-;-
Celinda;Celinda;1;10439;-;-
Celine;Celina;1876;140;28;207
Celiné;Celina;5;4385;-;-
Celinè;Celina;1;10439;-;-
Celíne;Celina;1;10439;-;-
Céline;Celina;90;822;1;1923
Cèline;Celina;1;10439;-;-
Celine-Andrea;Celine-Andrea;2;7246;-;-
Celine-Berna;Celine-Berna;1;10439;-;-
Celine-Bianca;Celine-Bianca;1;10439;-;-
Celine-Cathrin;Celine-Cathrin;1;10439;-;-
Celine-Chantal;Celine-Chantal;1;10439;-;-
Celine-Christin;Celine-Christin;1;10439;-;-
Céline-Colette;Céline-Colette;1;10439;1;1923
Celine-Denise;Celine-Denise;1;10439;-;-
Celine-Elfriede;Celine-Elfriede;1;10439;-;-
Celine-Jeremy;Celine-Jeremy;1;10439;-;-
Celine-Julie;Celine-Julie;1;10439;-;-
Celine-Kerstin;Celine-Kerstin;1;10439;-;-
Celine-Leonie;Celine-Leonie;2;7246;-;-
Celine-Manuela;Celine-Manuela;1;10439;-;-
Celine-Marie;Celine-Marie;5;4385;-;-
Celine-Marielle;Celine-Marielle;1;10439;-;-
Celiné-Michelle;Celiné-Michelle;1;10439;-;-
Celine-Nataly;Celine-Nataly;1;10439;-;-
Celine-Neema;Celine-Neema;1;10439;-;-
Celine-Pia;Celine-Pia;2;7246;-;-
Celine-Renate;Celine-Renate;1;10439;-;-
Celine-Sana;Celine-Sana;1;10439;-;-
Céline-Saphir;Céline-Saphir;1;10439;-;-
Celine-Sarah;Celine-Sarah;1;10439;-;-
Celine-Sophia;Celine-Sophia;1;10439;-;-
Celine-Sophie;Celine-Sophie;2;7246;-;-
Céline-Sophie;Celine-Sophie;1;10439;-;-
Celine-Therese;Celine-Therese;1;10439;-;-
Celine-Victoria;Celine-Victoria;1;10439;-;-
Celine-Viola;Celine-Viola;1;10439;-;-
Celinmarie;Celinmarie;1;10439;-;-
Celin-Marie;Celin-Marie;2;7246;-;-
Celin-Sophie;Celin-Sophie;1;10439;-;-
Cellina;Cellina;4;4969;-;-
Celline;Celline;1;10439;-;-
Cellin-Lea;Cellin-Lea;1;10439;-;-
Celyn;Celyn;1;10439;-;-
Celyne;Celyne;1;10439;-;-
Cemanur;Cemanur;1;10439;-;-
Cemile;Jamila;16;2267;-;-
Cemre;Cemre;63;996;3;1029
Cemre-Su;Cemre-Su;1;10439;-;-
Cennet;Cennet;54;1107;1;1923
Ceren;Ceren;162;569;6;665
Çeren;Ceren;2;7246;-;-
Cerennur;Cerennur;1;10439;-;-
Ceren-Su;Ceren-Su;1;10439;1;1923
Ceri;Ceri;1;10439;-;-
Ceridwen;Ceridwen;1;10439;-;-
Cerima;Cerima;1;10439;-;-
Cerin;Cerin;1;10439;-;-
Cerise;Cerise;1;10439;-;-
Cerrina;Cerrina;1;10439;-;-
Cerstin;Christina;6;3964;-;-
Cesara;Cesara;1;10439;-;-
Cesilia;Cesilia;2;7246;-;-
Cesira;Cesira;1;10439;-;-
Cetare;Cetare;1;10439;-;-
Cettina;Cettina;1;10439;-;-
Cevahir;Cevahir;2;7246;-;-
Cevahir-Demet;Cevahir-Demet;1;10439;-;-
Cevher;Cevher;1;10439;-;-
Cevriye;Cevriye;2;7246;-;-
Ceyda;Ceyda;110;724;3;1029
Ceyda-Eylül;Ceyda-Eylül;1;10439;-;-
Ceyla;Ceyla;1;10439;-;-
Ceyla-Mavie;Ceyla-Mavie;1;10439;-;-
Ceylan;Ceylan;9;3164;-;-
Ceylân;Ceylan;3;5829;-;-
Ceylin;Ceylin;147;608;4;885
Çeylin;Ceylin;2;7246;-;-
Ceylinaz;Ceylinaz;3;5829;-;-
Ceylin-Ceren;Ceylin-Ceren;1;10439;-;-
Ceylin-Ela;Ceylin-Ela;1;10439;-;-
Ceylin-Kübra;Ceylin-Kübra;1;10439;-;-
Ceylin-Mira;Ceylin-Mira;1;10439;-;-
Cézanne;Cézanne;1;10439;-;-
Cezara;Cezara;1;10439;-;-
Cezara-Maria;Cezara-Maria;1;10439;1;1923
Chadia;Chadia;1;10439;-;-
Chadidja;Hatice;1;10439;-;-
Chadidscha;Hatice;4;4969;-;-
Chadiga;Hatice;5;4385;-;-
Chadija;Chadija;1;10439;-;-
Chadije;Hatice;1;10439;-;-
Chadischa;Chadischa;1;10439;-;-
Chadischa-Maryam;Chadischa-Maryam;1;10439;-;-
Chadischat;Chadischat;1;10439;-;-
Chadishat;Chadishat;1;10439;-;-
Chadizha;Hatice;1;10439;-;-
Chahatleen;Chahatleen;1;10439;1;1923
Chahd;Chahd;4;4969;-;-
Chahed;Chahed;2;7246;-;-
Chahnez;Chahnez;1;10439;-;-
Chahrazen;Chahrazen;1;10439;-;-
Chaia;Chaia;1;10439;-;-
Chaima;Chaima;2;7246;-;-
Chaïma;Chaima;1;10439;-;-
Chaimaa;Chaimaa;1;10439;-;-
Chaitanya;Chaitanya;1;10439;-;-
Chaja;Chaja;2;7246;-;-
Chaliene;Chaliene;1;10439;-;-
Chalima;Chalima;1;10439;-;-
Chama;Chama;1;10439;-;-
Chamaela;Chamaela;1;10439;-;-
Chamaine;Chamaine;1;10439;-;-
Chamea;Chamea;1;10439;-;-
Chams;Chams;2;7246;1;1923
Chamssia;Chamssia;1;10439;1;1923
Chana;Anna;11;2831;1;1923
Chana-Leah;Chana-Leah;1;10439;-;-
Chanaya;Chanaya;1;10439;1;1923
Chancelvie;Chancelvie;1;10439;-;-
Chandendeep;Chandendeep;1;10439;-;-
Chandhana;Chandhana;1;10439;-;-
Chandika;Chandika;1;10439;-;-
Chandni;Chandni;1;10439;-;-
Chandra-Nandini;Chandra-Nandini;1;10439;-;-
Chanel;Chanel;67;960;3;1029
Chanela;Chanela;1;10439;-;-
Chanell;Chanel;2;7246;-;-
Chanella;Chanel;1;10439;-;-
Chanelle;Chanel;11;2831;1;1923
Chanel-Marie;Chanel-Marie;1;10439;-;-
Chanel-Oluchi;Chanel-Oluchi;1;10439;-;-
Chanett;Chanett;1;10439;-;-
Chani;Chani;2;7246;-;-
Chanine;Chanine;1;10439;-;-
Channa;Anna;2;7246;-;-
Channel;Chanel;1;10439;-;-
Channel-Ashley;Channel-Ashley;1;10439;-;-
Chanpen;Chanpen;1;10439;-;-
Chantal;Chantal;501;292;3;1029
Chántal;Chantal;1;10439;-;-
Chantal-Aileen;Chantal-Aileen;1;10439;-;-
Chantal-Alica;Chantal-Alica;1;10439;-;-
Chantal-Berenice;Chantal-Berenice;1;10439;-;-
Chantal-Caroline;Chantal-Caroline;1;10439;-;-
Chantal-Chiara;Chantal-Chiara;1;10439;-;-
Chantal-Christin;Chantal-Christin;1;10439;-;-
Chantal-Claudia;Chantal-Claudia;1;10439;-;-
Chantal-Delia;Chantal-Delia;1;10439;-;-
Chantale;Chantal;15;2352;-;-
Chantale-Angelice;Chantale-Angelice;1;10439;-;-
Chantal-Fabienne;Chantal-Fabienne;1;10439;-;-
Chantal-Jessica;Chantal-Jessica;2;7246;-;-
Chantal-Jolie;Chantal-Jolie;1;10439;-;-
Chantall;Chantal;1;10439;-;-
Chantal-Lauren;Chantal-Lauren;1;10439;-;-
Chantalle;Chantal;13;2568;-;-
Chantal-Luise;Chantal-Luise;1;10439;-;-
Chantal-Marie;Chantal-Marie;1;10439;-;-
Chantal-Orchidee;Chantal-Orchidee;1;10439;-;-
Chantal-Rieham;Chantal-Rieham;1;10439;-;-
Chantal-Saphira;Chantal-Saphira;1;10439;-;-
Chantal-Sophie;Chantal-Sophie;3;5829;-;-
Chantal-Yvette;Chantal-Yvette;1;10439;-;-
Chantel;Chantel;1;10439;-;-
Chantell;Chantell;1;10439;-;-
Chantelle;Chantelle;4;4969;-;-
Chantelle-May;Chantelle-May;1;10439;-;-
Chanthal;Chanthal;1;10439;-;-
Chanthara;Chanthara;1;10439;-;-
Chanua;Chanua;1;10439;-;-
Chara;Chara;2;7246;-;-
Charasmy;Charasmy;1;10439;-;-
Charelle;Charelle;1;10439;-;-
Charibel;Charibel;1;10439;-;-
Charice;Charice;1;10439;-;-
Charifé-Marleen;Charifé-Marleen;1;10439;-;-
Charikleia;Charikleia;1;10439;-;-
Chariklia;Chariklia;1;10439;-;-
Charis;Charis;9;3164;-;-
Charis-Danielle;Charis-Danielle;1;10439;-;-
Charise;Charise;1;10439;-;-
Charisma;Charisma;2;7246;-;-
Charissa;Charissa;2;7246;-;-
Charisse;Charisse;2;7246;-;-
Charitini;Charitini;1;10439;-;-
Charity;Charity;2;7246;-;-
Charlaine;Charlene;2;7246;-;-
Charleen;Charlene;39;1344;-;-
Charleene;Charlene;1;10439;-;-
Charlen;Charlen;1;10439;-;-
Charlena;Charlene;2;7246;-;-
Charlene;Charlene;48;1189;-;-
Charléne;Charlene;4;4969;-;-
Charlène;Charlene;7;3644;-;-
Charlet;Charlette;1;10439;-;-
Charlette;Charlette;6;3964;1;1923
Charley;Charley;3;5829;-;-
Charlice;Charlice;1;10439;-;-
Charlie;Charlie;11;2831;3;1029
Charlie-Christin;Charlie-Christin;1;10439;-;-
Charlien;Charlene;1;10439;-;-
Charliene;Charliene;1;10439;-;-
Charlies;Charlies;1;10439;-;-
Charlin;Charlin;4;4969;-;-
Charlina;Charlina;1;10439;-;-
Charline;Charlene;30;1575;1;1923
Charlize;Charlize;19;2046;-;-
Charlot;Charlot;1;10439;-;-
Charlott;Charlotte;2;7246;-;-
Charlotta;Charlotte;27;1676;5;755
Charlotte;Charlotte;1497;159;175;54
Charlotte-Elsa;Charlotte-Elsa;1;10439;-;-
Charlotte-Josefine;Charlotte-Josefine;1;10439;-;-
Charlotte-Luise;Charlotte-Luise;2;7246;-;-
Charlotte-Rosalie;Charlotte-Rosalie;1;10439;-;-
Charlotte-Rose;Charlotte-Rose;2;7246;-;-
Charlotte-Sophie;Charlotte-Sophie;1;10439;-;-
Charly;Charly;1;10439;-;-
Charlyn;Charlyn;5;4385;-;-
Charlyne;Charlene;3;5829;-;-
Charm;Charm;1;10439;-;-
Charmaine;Charmaine;22;1870;-;-
Charmine;Charmine;1;10439;-;-
Chatoon;Chatoon;1;10439;-;-
Chatrin;Chatrin;1;10439;-;-
Châu;Châu;1;10439;-;-
Chava;Eva;7;3644;1;1923
Chaveli;Chaveli;1;10439;-;-
Chavi;Chavi;1;10439;-;-
Chavin;Chavin;1;10439;-;-
Chawa;Eva;4;4969;-;-
Chawan;Chawan;1;10439;-;-
Chaya;Chaya;22;1870;2;1339
Chaya-Maria;Chaya-Maria;1;10439;-;-
Chaya-Sophie;Chaya-Sophie;1;10439;-;-
Chayen;Cheyenne;1;10439;-;-
Chayene;Cheyenne;1;10439;-;-
Chayenne;Cheyenne;120;695;5;755
Chayenne-Ciara;Chayenne-Ciara;1;10439;-;-
Chayenne-Erika;Chayenne-Erika;1;10439;-;-
Chayenne-Melinda;Chayenne-Melinda;1;10439;-;-
Chayma;Chayma;2;7246;-;-
Chealallyn;Chealallyn;1;10439;-;-
Cheda;Cheda;1;10439;-;-
Chedize;Chedize;1;10439;-;-
Chedva;Chedva;2;7246;-;-
Cheitlin;Cheitlin;1;10439;-;-
Chejenne;Chejenne;1;10439;1;1923
Chek;Chek;1;10439;-;-
Chela;Chela;2;7246;-;-
Chelena;Chelena;1;10439;-;-
Chelina;Chelina;1;10439;-;-
Chellie;Chellie;1;10439;-;-
Chelsea;Chelsea;70;944;-;-
Chelsea-Marie;Chelsea-Marie;1;10439;-;-
Chelsea-Marissa;Chelsea-Marissa;1;10439;-;-
Chelsea-Melina;Chelsea-Melina;1;10439;-;-
Chelsey;Chelsea;9;3164;-;-
Chelsey-Laureen;Chelsey-Laureen;1;10439;-;-
Chelsey-Samira;Chelsey-Samira;1;10439;-;-
Chelsy;Chelsea;4;4969;-;-
Chelsy-Jolina;Chelsy-Jolina;1;10439;-;-
Chelyn;Chelyn;1;10439;-;-
Chen;Chen;5;4385;-;-
Cheng;Cheng;1;10439;-;-
Cheng-Lin;Cheng-Lin;1;10439;-;-
Cheng-Nhi;Cheng-Nhi;1;10439;-;-
Chen-Hsi;Chen-Hsi;1;10439;-;-
Chenmingyue;Chenmingyue;1;10439;-;-
Chenoa;Chenoa;7;3644;-;-
Chenoazahir;Chenoazahir;1;10439;1;1923
Chen-Wei;Chen-Wei;1;10439;-;-
Chenxi;Chenxi;2;7246;-;-
Chen-Xi;Chen-Xi;1;10439;-;-
Chen-Yan;Chen-Yan;1;10439;-;-
Chenyue;Chenyue;1;10439;-;-
Chen-Yue;Chen-Yue;1;10439;-;-
Cheraldin;Cheraldin;1;10439;-;-
Chereen;Chereen;1;10439;-;-
Cherelle;Cherelle;1;10439;-;-
Cheren;Cheren;1;10439;-;-
Cherie;Cherie;3;5829;-;-
Cherilyn;Sherilyn;1;10439;-;-
Cherina;Cherina;1;10439;-;-
Cherine;Cherine;2;7246;-;-
Cherine-Alexia;Cherine-Alexia;1;10439;-;-
Cherise;Cerise;1;10439;-;-
Chérise;Cerise;1;10439;-;-
Cherish;Cherish;1;10439;-;-
Cherry;Cherry;6;3964;-;-
Cheryl;Cheryl;5;4385;-;-
Cheryl-Ann;Cheryl-Ann;1;10439;-;-
Cheryl-Claire;Cheryl-Claire;1;10439;-;-
Cheryl-Kylie;Cheryl-Kylie;1;10439;-;-
Cheryn;Cheryn;1;10439;-;-
Cheryne;Cheryne;2;7246;-;-
Chetia;Chetia;1;10439;-;-
Cheyanne;Cheyenne;3;5829;-;-
Cheyenne;Cheyenne;233;462;5;755
Cheyenne-Blue;Cheyenne-Blue;1;10439;-;-
Cheyenne-Chiara;Cheyenne-Chiara;1;10439;-;-
Cheyenne-Jill;Cheyenne-Jill;1;10439;-;-
Cheyenne-Marie;Cheyenne-Marie;1;10439;-;-
Cheyenne-Raella;Cheyenne-Raella;1;10439;-;-
Cheyenne-Sarah;Cheyenne-Sarah;1;10439;-;-
Cheyma;Cheyma;1;10439;-;-
Chhaya;Chhaya;1;10439;-;-
Chi;Chi;1;10439;-;-
Chia;Chia;1;10439;-;-
Chiaara;Chiara;1;10439;-;-
Chiamaka;Chiamaka;7;3644;2;1339
Chiana;Chiana;4;4969;-;-
Chiara;Chiara;3793;85;64;110
Chiara-Alessa;Chiara-Alessa;1;10439;-;-
Chiara-Alice;Chiara-Alice;1;10439;-;-
Chiara-Alicia;Chiara-Alicia;1;10439;-;-
Chiara-Aline;Chiara-Aline;2;7246;-;-
Chiara-Amanda;Chiara-Amanda;1;10439;-;-
Chiara-Angela;Chiara-Angela;1;10439;-;-
Chiara-Anna;Chiara-Anna;1;10439;-;-
Chiara-Annina;Chiara-Annina;1;10439;-;-
Chiara-Belinda;Chiara-Belinda;1;10439;-;-
Chiara-Camilla;Chiara-Camilla;1;10439;-;-
Chiara-Catharina;Chiara-Catharina;1;10439;-;-
Chiara-Cayenne;Chiara-Cayenne;1;10439;-;-
Chiara-Celina;Chiara-Celina;1;10439;-;-
Chiara-Celine;Chiara-Celine;1;10439;-;-
Chiara-Cosima;Chiara-Cosima;1;10439;-;-
Chiara-Eileena;Chiara-Eileena;1;10439;-;-
Chiara-Elina;Chiara-Elina;1;10439;-;-
Chiara-Elisa;Chiara-Elisa;2;7246;-;-
Chiara-Emilia;Chiara-Emilia;2;7246;-;-
Chiara-Emily;Chiara-Emily;2;7246;-;-
Chiara-Faye;Chiara-Faye;1;10439;-;-
Chiara-Fernanda;Chiara-Fernanda;1;10439;-;-
Chiara-Fiona;Chiara-Fiona;1;10439;-;-
Chiara-Gea;Chiara-Gea;1;10439;-;-
Chiara-Giuliana;Chiara-Giuliana;1;10439;-;-
Chiara-Helena;Chiara-Helena;1;10439;-;-
Chiara-Inola;Chiara-Inola;1;10439;-;-
Chiara-Janine;Chiara-Janine;1;10439;-;-
Chiara-Jil;Chiara-Jil;1;10439;-;-
Chiara-Joy;Chiara-Joy;2;7246;-;-
Chiara-Katharin;Chiara-Katharin;1;10439;-;-
Chiara-Katharina;Chiara-Katharina;3;5829;1;1923
Chiara-Katrin;Chiara-Katrin;1;10439;-;-
Chiara-Laureen;Chiara-Laureen;1;10439;-;-
Chiara-Leah;Chiara-Leah;1;10439;-;-
Chiara-Leonie;Chiara-Leonie;1;10439;-;-
