Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Isa-Miranda;Isa-Miranda;1;10439;-;-
Isandra;Isandra;1;10439;-;-
Isanel;Isanel;1;10439;-;-
Isara;Isara;1;10439;-;-
Isaro;Isaro;1;10439;-;-
Isa-Sophie;Isa-Sophie;1;10439;-;-
Isatou;Isatou;4;4969;-;-
Isaura;Isaura;1;10439;1;1923
Isbela;Isbela;1;10439;-;-
Ischa;Ischa;1;10439;-;-
Ischtar-Rahel;Ischtar-Rahel;1;10439;-;-
Iseline;Iseline;1;10439;-;-
Isfatnahar;Isfatnahar;1;10439;-;-
Isha;Isha;8;3378;1;1923
Ishaal;Ishaal;1;10439;-;-
Ishadeep;Ishadeep;1;10439;-;-
Ishal;Ishal;1;10439;-;-
Ishana;Ishana;1;10439;-;-
Ishani;Ishani;2;7246;1;1923
Ishika;Ishika;5;4385;-;-
Ishita;Ishita;5;4385;-;-
Ishitha;Ishitha;1;10439;-;-
Ishleen;Ishleen;1;10439;-;-
Ishmal;Ishmal;1;10439;1;1923
Ishman;Ishman;1;10439;-;-
Ishmeet;Ishmeet;3;5829;-;-
Ishwaaq;Ishwaaq;1;10439;-;-
Isidora;Isidora;46;1232;5;755
Işik;Işik;2;7246;-;-
Işık;Işik;1;10439;-;-
Isil;Işil;5;4385;-;-
Işil;Işil;12;2676;-;-
Isilay;Isilay;3;5829;-;-
Işilay;Isilay;2;7246;-;-
Isioma;Isioma;3;5829;-;-
Isis;Isis;27;1676;-;-
Ísis;Isis;1;10439;-;-
Isis-Marlene;Isis-Marlene;1;10439;-;-
Isis-Michaela;Isis-Michaela;1;10439;-;-
Isis-Sybille;Isis-Sybille;1;10439;-;-
Isiuwa-Noemi;Isiuwa-Noemi;1;10439;-;-
Iska;Iska;4;4969;-;-
Iskra;Iskra;3;5829;-;-
Isla;Isla;9;3164;1;1923
Islam;Islam;2;7246;1;1923
Islanda;Islanda;1;10439;-;-
Islay;Islay;1;10439;-;-
Isleen;Isleen;1;10439;-;-
Islim;Islim;7;3644;1;1923
Ismah;Ismah;1;10439;-;-
Ismahan;Ismahan;1;10439;-;-
Ismak;Ismak;1;10439;-;-
Ismat;Ismat;1;10439;-;-
Ismena;Ismena;1;10439;-;-
Ismene;Ismene;4;4969;-;-
Ismeta;Ismeta;2;7246;-;-
Ismete;Ismete;2;7246;-;-
Ismigül;Ismigül;1;10439;-;-
Ismihan;Ismihan;2;7246;-;-
Ismije;Ismije;1;10439;-;-
Isminaz;Isminaz;1;10439;-;-
Ismini;Ismini;1;10439;-;-
Isminur;Isminur;2;7246;-;-
Isna;Isna;1;10439;-;-
Isnie;Isnie;1;10439;-;-
Isnije;Isnije;1;10439;-;-
Isobel;Isobel;6;3964;-;-
Isolde;Isolde;85;855;-;-
Isotta;Isotta;1;10439;-;-
Isra;Isra;77;892;11;451
Ísra;Isra;1;10439;-;-
Israa;Isra;29;1609;4;885
Israela;Israela;1;10439;1;1923
Isranur;Isranur;1;10439;-;-
Isra-Nur;Isra-Nur;1;10439;-;-
Israt;Israt;1;10439;-;-
Isratjahan;Isratjahan;1;10439;-;-
Isrun-Norhild;Isrun-Norhild;1;10439;-;-
Issra;Issra;6;3964;-;-
Istabrag;Istabrag;1;10439;-;-
Istahil;Istahil;2;7246;-;-
Istar;Istar;2;7246;1;1923
Istrud;Istrud;1;10439;-;-
Isu;Isu;1;10439;-;-
Iswat;Iswat;1;10439;-;-
Isy;Isy;1;10439;-;-
Ita;Ita;2;7246;-;-
Itana;Itana;1;10439;-;-
Itha;Itha;1;10439;-;-
İtidal;İtidal;1;10439;-;-
Itisaam;Itisaam;1;10439;-;-
Itohan;Itohan;3;5829;-;-
Itoro-Obong;Itoro-Obong;1;10439;-;-
Itta;Itha;1;10439;-;-
Itta-Maria;Itta-Maria;1;10439;-;-
Itzel;Itzel;3;5829;-;-
Iudita;Iudita;4;4969;-;-
İudita;Iudita;1;10439;-;-
Iudita-Doroteea;Iudita-Doroteea;1;10439;-;-
Iuditha;Iuditha;1;10439;-;-
Iulia;Iulia;17;2184;2;1339
Iulia-Christiana;Iulia-Christiana;1;10439;-;-
Iulia-Clara;Iulia-Clara;1;10439;-;-
Iulia-Diana;Iulia-Diana;1;10439;1;1923
Iulia-Maria;Iulia-Maria;2;7246;-;-
Iulia-Maya;Iulia-Maya;1;10439;1;1923
Iuliana;Iuliana;3;5829;1;1923
Iuliana-Estera;Iuliana-Estera;1;10439;-;-
Iulia-Stela;Iulia-Stela;1;10439;-;-
Iuna;Iuna;2;7246;-;-
Iuno;Iuno;1;10439;-;-
Iva;Iva;152;597;14;369
Ivaila;Ivaila;1;10439;-;-
Iva-Larissa;Iva-Larissa;1;10439;-;-
Ivalina;Ivalina;1;10439;-;-
Iva-Marie;Iva-Marie;2;7246;-;-
Ivana;Johanna;308;387;5;755
Ivana-Bianca;Ivana-Bianca;1;10439;-;-
Ivana-Isabel;Ivana-Isabel;1;10439;1;1923
Ivana-Karla;Ivana-Karla;1;10439;-;-
Ivana-Tijana;Ivana-Tijana;1;10439;-;-
Ivanie-Eva;Ivanie-Eva;1;10439;-;-
Ivanina;Ivanina;1;10439;1;1923
Ivanka;Ivanka;9;3164;-;-
Ivanna;Johanna;7;3644;2;1339
Iva-Valentina;Iva-Valentina;1;10439;-;-
Ivayla;Ivayla;1;10439;-;-
Iveel;Iveel;1;10439;-;-
Ivelina;Ivelina;3;5829;2;1339
Ivelle;Ivelle;2;7246;-;-
Iveta;Iveta;1;10439;-;-
Iveta-Veronika;Iveta-Veronika;1;10439;-;-
Ivett;Ivett;2;7246;1;1923
Ivette;Yvette;2;7246;-;-
Ivi;Ivi;3;5829;-;-
Ivian;Ivian;1;10439;-;-
Ivie;Ivie;8;3378;-;-
Ivie-Antonia;Ivie-Antonia;1;10439;-;-
Ivka;Ivka;1;10439;-;-
Ivola;Ivola;1;10439;-;-
Ivon;Yvonne;4;4969;1;1923
Ivona;Yvonne;83;865;6;665
Ivone;Yvonne;2;7246;-;-
Ivonn;Yvonne;5;4385;-;-
Ivonne;Yvonne;164;566;0;0
Ivonne-Cathrine;Ivonne-Cathrine;1;10439;-;-
Ivory;Ivory;1;10439;-;-
Ivy;Ivy;60;1029;12;414
Ivy-Maxine;Ivy-Maxine;1;10439;-;-
Ivy-Suri;Ivy-Suri;1;10439;-;-
Ivy-Victoria;Ivy-Victoria;1;10439;-;-
Iwa;Iva;5;4385;1;1923
Iwana;Johanna;5;4385;-;-
Iweel;Iweel;1;10439;-;-
Iwinosa;Iwinosa;2;7246;1;1923
Iwona-Wanda;Iwona-Wanda;1;10439;-;-
Iyabo;Iyabo;1;10439;-;-
Iyanuade;Iyanuade;1;10439;-;-
Iyapha;Iyapha;1;10439;-;-
Iyaya;Iyaya;1;10439;-;-
Iyesogie;Iyesogie;1;10439;-;-
Iyobosa;Iyobosa;4;4969;-;-
Iyobosa-Ciara;Iyobosa-Ciara;1;10439;-;-
Iyore;Iyore;1;10439;-;-
Iza;Iza;5;4385;-;-
Izabel;Isabella;9;3164;2;1339
Izabela;Isabella;37;1393;4;885
Izabela-Adriana;Izabela-Adriana;1;10439;-;-
Izabela-Gabriela;Izabela-Gabriela;1;10439;-;-
Izabela-Maria;Izabela-Maria;1;10439;1;1923
Izabela-Ștefania;Izabela-Ștefania;1;10439;1;1923
Izabell;Isabella;7;3644;-;-
Izabella;Isabella;36;1418;5;755
İzabella;Isabella;1;10439;-;-
Izabella-Elena;Izabella-Elena;1;10439;-;-
Izabelle;Isabella;2;7246;-;-
Izame;Izame;1;10439;-;-
Izaura;Izaura;1;10439;-;-
Izehiuwa;Izehiuwa;1;10439;-;-
Izel;Izel;7;3644;-;-
Izem;Izem;3;5829;-;-
İzem;Izem;1;10439;1;1923
Izgi;Izgi;1;10439;1;1923
Izhira;Izhira;1;10439;-;-
Iziegbe;Iziegbe;2;7246;1;1923
Izin;Izin;1;10439;-;-
Izla;Izla;1;10439;-;-
Jaana;Anna;9;3164;-;-
Jaanvi;Jaanvi;1;10439;-;-
Jaba;Jaba;2;7246;-;-
Jabeen;Jabeen;1;10439;-;-
Jabirah;Jabirah;1;10439;-;-
Jabou-Rose;Jabou-Rose;1;10439;-;-
Jacelyn;Jacelyn;1;10439;-;-
Jachuna;Jachuna;1;10439;-;-
Jaciara;Jaciara;1;10439;-;-
Jacina;Jacina;1;10439;-;-
Jacine;Jacine;1;10439;-;-
Jacinta;Jacinta;15;2352;2;1339
Jacinta-Maria;Jacinta-Maria;1;10439;-;-
Jacintha;Jacinta;5;4385;-;-
Jackelien;Jacqueline;5;4385;-;-
Jackie;Jackie;1;10439;-;-
Jacklien;Jacklien;1;10439;-;-
Jacklin;Jacklin;1;10439;-;-
Jackline;Jacqueline;4;4969;-;-
Jacklyn;Jacqueline;4;4969;-;-
Jaclyn;Jacqueline;8;3378;-;-
Jacoba;Jacoba;3;5829;-;-
Jacqeline;Jacqueline;10;2981;-;-
Jacquelin;Jacqueline;34;1469;-;-
Jacquelina;Jacquelina;1;10439;-;-
Jacqueline;Jacqueline;3936;83;4;885
Jacqueliné;Jacqueline;2;7246;-;-
Jacqueline-Alice;Jacqueline-Alice;1;10439;-;-
Jacqueline-Brigitte;Jacqueline-Brigitte;1;10439;-;-
Jacqueline-Carolin;Jacqueline-Carolin;1;10439;-;-
Jacqueline-Christin;Jacqueline-Christin;2;7246;-;-
Jacqueline-Denise;Jacqueline-Denise;4;4969;-;-
Jacqueline-Desiree;Jacqueline-Desiree;1;10439;-;-
Jacqueline-Jasmin;Jacqueline-Jasmin;1;10439;-;-
Jacqueline-Katarin;Jacqueline-Katarin;1;10439;-;-
Jacqueline-Kathrin;Jacqueline-Kathrin;2;7246;-;-
Jacqueline-Maria;Jacqueline-Maria;2;7246;-;-
Jacqueline-Marie;Jacqueline-Marie;4;4969;-;-
Jacqueline-Michèle;Jacqueline-Michèle;1;10439;-;-
Jacqueline-Monique;Jacqueline-Monique;3;5829;-;-
Jacqueline-Pascalle;Jacqueline-Pascalle;1;10439;-;-
Jacqueline-Petra;Jacqueline-Petra;1;10439;-;-
Jacqueline-Rea;Jacqueline-Rea;1;10439;-;-
Jacqueliné-Renée;Jacqueliné-Renée;1;10439;-;-
Jacqueline-Rosa;Jacqueline-Rosa;1;10439;-;-
Jacqueline-Sarah;Jacqueline-Sarah;2;7246;-;-
Jacqueline-Susette;Jacqueline-Susette;1;10439;-;-
Jacqueline-Terese;Jacqueline-Terese;1;10439;-;-
Jacqueline-Therese;Jacqueline-Terese;1;10439;-;-
Jacqueline-Vanessa;Jacqueline-Vanessa;2;7246;-;-
Jacquelyn;Jacqueline;1;10439;-;-
Jacquelyne;Jacqueline;2;7246;-;-
Jacquilene;Jacquilene;1;10439;-;-
Jacquilyn;Jacqueline;1;10439;-;-
Jacquline;Jacqueline;1;10439;-;-
Jada;Jada;6;3964;-;-
Jada-Marielle;Jada-Marielle;1;10439;-;-
Jade;Yade;33;1498;2;1339
Jadea;Jadea;2;7246;-;-
Jade-Gazel;Jade-Gazel;1;10439;1;1923
Jade-Maria;Jade-Maria;1;10439;-;-
Jade-Michaella;Jade-Michaella;1;10439;-;-
Jadenling;Jadenling;1;10439;-;-
Jadranka;Adriana;2;7246;-;-
Jadyn;Jadyn;2;7246;-;-
Jadzia;Jadzia;3;5829;2;1339
Jael;Jael;45;1244;4;885
Jaèl;Jael;1;10439;-;-
Jaëlle-Sandrine;Jaëlle-Sandrine;1;10439;-;-
Jaenine;Jaenine;1;10439;-;-
Jaey;Jaey;1;10439;-;-
Jafet;Jafet;1;10439;-;-
Jagdona;Jagdona;1;10439;-;-
Jagna;Jagna;2;7246;2;1339
Jagoda;Jagoda;9;3164;1;1923
Jahina;Jahina;1;10439;-;-
Jahnavi;Jahnavi;1;10439;-;-
Jähnavi;Jähnavi;1;10439;-;-
Jahnvi;Jahnvi;1;10439;1;1923
Jaida;Jaida;2;7246;-;-
Jaidee;Jaidee;1;10439;-;-
Jaily;Jaily;1;10439;-;-
Jaime;Jaime;2;7246;-;-
Jaimee;Jaimee;2;7246;2;1339
Jaimie;Jaimie;1;10439;1;1923
Jaimie-Kathleen;Jaimie-Kathleen;1;10439;-;-
Jaimy;Jamie;3;5829;-;-
Jaimy-Lee;Jaimy-Lee;1;10439;-;-
Jain;Jain;2;7246;-;-
Jaina;Jaina;6;3964;-;-
Jainaba;Jainaba;2;7246;-;-
Jainaida;Jainaida;1;10439;-;-
Jaineet;Jaineet;2;7246;1;1923
Jaini;Jaini;1;10439;-;-
Jaira;Jaira;1;10439;-;-
Jaïra;Jaira;1;10439;-;-
Jaishnje;Jaishnje;1;10439;-;-
Jaismeen;Jaismeen;1;10439;-;-
Jaiya;Jaiya;1;10439;1;1923
Jaiyana;Jaiyana;1;10439;-;-
Jaiyna-Sophia;Jaiyna-Sophia;1;10439;-;-
Jaklin;Jaklin;1;10439;-;-
Jakline;Jakline;1;10439;-;-
Jaklyn;Jaklyn;1;10439;-;-
Jakoba;Jakoba;5;4385;-;-
Jala;Jala;3;5829;-;-
Jalda;Jalda;4;4969;-;-
Jale;Jale;10;2981;-;-
Jalerdian;Jalerdian;1;10439;-;-
Jalia;Jalia;2;7246;-;-
Jalien;Jalien;1;10439;-;-
Jalima;Jalima;1;10439;-;-
Jalina;Jalina;1;10439;1;1923
Jalina-Anna;Jalina-Anna;1;10439;-;-
Jaline;Jaline;3;5829;-;-
Jamaine;Jamaine;1;10439;-;-
Jamal;Jamal;2;7246;-;-
Jamala;Jamala;2;7246;-;-
Jamée;Jamée;1;10439;-;-
Jamelia;Jamelia;1;10439;-;-
Jami;Jami;2;7246;-;-
Jamie;Jamie;62;1002;2;1339
Jamie-Chantal;Jamie-Chantal;1;10439;-;-
Jamiee;Jamiee;1;10439;-;-
Jamie-Lee;Jamie-Lee;9;3164;-;-
Jamie-Lee-Ann;Jamie-Lee-Ann;1;10439;-;-
Jamie-Lynn;Jamie-Lynn;3;5829;-;-
Jamien;Jamien;1;10439;-;-
Jamie-Nathalie;Jamie-Nathalie;1;10439;-;-
Jamila;Jamila;28;1641;3;1029
Jamilah;Jamila;2;7246;-;-
Jamilia;Jamilia;1;10439;-;-
Jamilla;Jamilla;1;10439;-;-
Jamillia;Jamillia;1;10439;-;-
Jamilly;Jamilly;1;10439;1;1923
Jamilya;Jamilya;1;10439;1;1923
Jamina;Jamina;24;1791;-;-
Jamine;Jamine;2;7246;-;-
Jamira;Jamira;2;7246;1;1923
Jamsin;Jamsin;1;10439;-;-
Jamy;Jamy;1;10439;-;-
Jan;Jan;2;7246;-;-
Jana;Anna;6391;56;209;41
Janaa;Janaa;1;10439;-;-
Jana-Aimee;Jana-Aimee;1;10439;-;-
Jana-Alena;Jana-Alena;1;10439;-;-
Jana-Alina;Jana-Alina;1;10439;-;-
Jana-Amelie;Jana-Amelie;2;7246;-;-
Jana-Carina;Jana-Carina;1;10439;-;-
Jana-Celina;Jana-Celina;1;10439;-;-
Jana-Celine;Jana-Celine;2;7246;-;-
Jana-Chayenne;Jana-Chayenne;1;10439;-;-
Jana-Chiara;Jana-Chiara;2;7246;-;-
Jana-Christin;Jana-Christin;2;7246;-;-
Jana-Christina;Jana-Christina;1;10439;-;-
Jana-Daline;Jana-Daline;1;10439;-;-
Jana-Doreen;Jana-Doreen;1;10439;-;-
Jana-Dorothea;Jana-Dorothea;1;10439;-;-
Jana-Elena;Jana-Elena;1;10439;-;-
Jana-Elise;Jana-Elise;1;10439;-;-
Jana-Emily;Jana-Emily;1;10439;-;-
Jana-Estefania;Jana-Estefania;1;10439;-;-
Jana-Franziska;Jana-Franziska;1;10439;-;-
Janah;Anna;5;4385;-;-
Jana-Helena;Jana-Helena;1;10439;-;-
Jana-Ilena;Jana-Ilena;1;10439;-;-
Janaina;Janaina;11;2831;1;1923
Jana-Ina;Jana-Ina;22;1870;-;-
Jana-Inessa;Jana-Inessa;1;10439;-;-
Jana-Jessica;Jana-Jessica;1;10439;-;-
Jana-Joleen;Jana-Joleen;1;10439;-;-
Jana-Jolie;Jana-Jolie;1;10439;-;-
Jana-Julia;Jana-Julia;1;10439;-;-
Jana-Katelyne;Jana-Katelyne;1;10439;-;-
Jana-Katharina;Jana-Katharina;3;5829;-;-
Jana-Kathrin;Jana-Kathrin;2;7246;-;-
Jana-Kimona;Jana-Kimona;1;10439;1;1923
Jana-Kristin;Jana-Kristin;1;10439;-;-
Jana-Lea;Jana-Lea;2;7246;-;-
Janalena;Janalena;1;10439;-;-
Jana-Lena;Jana-Lena;5;4385;-;-
Jana-Lia;Jana-Lia;2;7246;-;-
Jana-Lina;Jana-Lina;1;10439;-;-
Jana-Lisa;Jana-Lisa;2;7246;-;-
Jana-Lorena;Jana-Lorena;1;10439;-;-
Jana-Lucia;Jana-Lucia;1;10439;-;-
Jana-Luisa;Jana-Luisa;1;10439;-;-
Jana-Magda;Jana-Magda;1;10439;-;-
Jana-Magdalena;Jana-Magdalena;1;10439;1;1923
Jana-Maria;Jana-Marie;16;2267;-;-
Jana-Marie;Jana-Marie;44;1264;-;-
Jana-Marleen;Jana-Marleen;1;10439;-;-
Jana-Melanie;Jana-Melanie;1;10439;-;-
Jana-Melina;Jana-Melina;1;10439;-;-
Jana-Michelle;Jana-Michelle;1;10439;-;-
Jana-Milena;Jana-Milena;1;10439;-;-
Janan;Janan;2;7246;1;1923
Jana-Naemi;Jana-Naemi;1;10439;-;-
Janani;Janani;1;10439;-;-
Jana-Pheline;Jana-Pheline;1;10439;-;-
Jana-Renee;Jana-Renee;1;10439;-;-
Jana-Romana;Jana-Romana;1;10439;-;-
Jana-Samira;Jana-Samira;1;10439;-;-
Jana-Selina;Jana-Selina;1;10439;-;-
Jana-Sofie;Jana-Sofie;1;10439;-;-
Jana-Sophia;Jana-Sophia;3;5829;-;-
Jana-Sophie;Jana-Sophie;39;1344;1;1923
Jana-Stefanie;Jana-Stefanie;1;10439;-;-
Janat;Janat;2;7246;1;1923
Janate;Janate;1;10439;-;-
Jana-Tina;Jana-Tina;1;10439;-;-
Jana-Valentina;Jana-Valentina;1;10439;-;-
Jana-Xenia;Jana-Xenia;1;10439;-;-
Janaya;Janaya;2;7246;1;1923
Jancy;Jancy;1;10439;-;-
Janda;Janda;2;7246;-;-
Jandira;Jandira;1;10439;-;-
Jane;Johanna;35;1447;-;-
Janeen;Janeen;1;10439;-;-
Janel;Janelle;1;10439;-;-
Janele;Janele;2;7246;-;-
Janell;Janelle;1;10439;-;-
Janelle;Janelle;11;2831;-;-
Janelle-Tracy;Janelle-Tracy;1;10439;-;-
Janesa;Janesa;1;10439;-;-
Janesa-Maeve;Janesa-Maeve;1;10439;-;-
Janessa;Janessa;1;10439;-;-
Janet;Janet;87;844;-;-
Janete;Jeanette;2;7246;-;-
Janeth;Janeth;5;4385;-;-
Janet-Kerstin;Janet-Kerstin;1;10439;-;-
Janett;Jeanette;15;2352;-;-
Janetta;Janetta;3;5829;-;-
Janette;Jeanette;121;692;0;0
Janette-Lara;Janette-Lara;1;10439;-;-
Janette-Michelle;Janette-Michelle;1;10439;-;-
Janey;Janey;2;7246;-;-
Janica;Janica;4;4969;-;-
Janice;Janice;29;1609;-;-
Janie;Janie;2;7246;1;1923
Janien;Janien;1;10439;-;-
Janienne;Janine;1;10439;-;-
Janika;Janika;37;1393;1;1923
Janike;Janike;1;10439;-;-
Janin;Janine;93;802;-;-
Janina;Janine;662;255;7;599
Janina-Catharina;Janina-Catharina;1;10439;-;-
Janina-Isabel;Janina-Isabel;1;10439;-;-
Janina-Jasmin;Janina-Jasmin;1;10439;-;-
Janina-Katharina;Janina-Katharina;2;7246;-;-
Janina-Lisa;Janina-Lisa;1;10439;-;-
Janina-Maria;Janina-Maria;3;5829;-;-
Janina-Michelle;Janina-Michelle;1;10439;-;-
Janina-Sophie;Janina-Sophie;1;10439;-;-
Janin-Christin;Janin-Christin;1;10439;-;-
Janine;Janine;2979;109;3;1029
Janiné;Janine;1;10439;-;-
Janine-Alexandra;Janine-Alexandra;1;10439;-;-
Janine-Alina;Janine-Alina;1;10439;-;-
Janine-Anna;Janine-Anna;1;10439;-;-
Janine-Bianca;Janine-Bianca;1;10439;-;-
Janine-Chantal;Janine-Chantal;1;10439;-;-
Janine-Christin;Janine-Christin;1;10439;-;-
Janine-Christine;Janine-Christine;2;7246;-;-
Janine-Denise;Janine-Denise;1;10439;-;-
Janine-Dominique;Janine-Dominique;1;10439;-;-
Janine-Fabienne;Janine-Fabienne;1;10439;-;-
Janine-Isabelle;Janine-Isabelle;1;10439;-;-
Janine-Lea;Janine-Lea;2;7246;-;-
Janine-Maria;Janine-Maria;1;10439;-;-
Janine-Marie;Janine-Marie;3;5829;-;-
Janine-Sabrina;Janine-Sabrina;1;10439;-;-
Janine-Sophia;Janine-Sophia;1;10439;-;-
Janine-Tina;Janine-Tina;1;10439;-;-
Janine-Vanessa;Janine-Vanessa;1;10439;-;-
Janine-Victoria;Janine-Victoria;1;10439;-;-
Janine-Yvon;Janine-Yvon;1;10439;-;-
Janin-Michelle;Janin-Michelle;1;10439;-;-
Janinn;Janine;2;7246;-;-
Janis;Janice;26;1711;-;-
Janita;Janita;4;4969;-;-
Janja;Janja;14;2464;-;-
Janka;Janka;16;2267;4;885
Janna;Janna;63;996;4;885
Janna-Alexa;Janna-Alexa;1;10439;-;-
Jannah;Anna;10;2981;3;1029
Janna-Karin;Janna-Karin;1;10439;-;-
Janna-Katharina;Janna-Katharina;1;10439;-;-
Janna-Kirsten;Janna-Kirsten;1;10439;-;-
Jannat;Jannat;26;1711;4;885
Jannate;Jannate;1;10439;-;-
Jannatul;Jannatul;2;7246;-;-
Jannatun;Jannatun;1;10439;-;-
Janne;Janne;9;3164;1;1923
Janneke;Janneke;4;4969;-;-
Jannet;Janet;5;4385;-;-
Janneta;Janneta;1;10439;-;-
Jannette;Jeanette;14;2464;-;-
Janni;Jannie;2;7246;1;1923
Jannic;Jannika;2;7246;-;-
Jannica;Jannika;1;10439;-;-
Jannick;Jannika;2;7246;-;-
Jannicke;Jannicke;1;10439;-;-
Jannie;Jannie;4;4969;-;-
Jannifer;Jannifer;1;10439;-;-
Jannika;Jannika;18;2116;-;-
Jannike;Jannike;1;10439;-;-
Jannin;Janine;2;7246;-;-
Jannina;Jannina;9;3164;-;-
Jannine;Janine;59;1045;-;-
Janny;Jannie;2;7246;-;-
Jannyne;Janine;1;10439;-;-
Janoah;Janoah;1;10439;-;-
Janseli;Janseli;1;10439;-;-
Jantina;Jantina;1;10439;-;-
Janvi;Janvi;5;4385;-;-
Jany;Jany;1;10439;-;-
Jan-Yves;Jan-Yves;1;10439;-;-
Japdeep;Japdeep;1;10439;-;-
Japjeet;Japjeet;1;10439;-;-
Japleen;Japleen;5;4385;-;-
Japnoor;Japnoor;1;10439;-;-
Japnur;Japnur;1;10439;-;-
Jappreet;Jappreet;1;10439;-;-
Japsimran;Japsimran;1;10439;-;-
Jaqceline-Alida;Jaqceline-Alida;1;10439;-;-
Jaquelin;Jacqueline;10;2981;-;-
Jaquelina;Jaquelina;9;3164;-;-
Jaqueline;Jacqueline;1722;147;0;0
Jaqueline-Alexandra;Jaqueline-Alexandra;2;7246;-;-
Jaqueline-Domenika;Jaqueline-Domenika;1;10439;-;-
Jaqueline-Elisabeth;Jaqueline-Elisabeth;1;10439;-;-
Jaqueline-Isabelle;Jaqueline-Isabelle;1;10439;-;-
Jaqueline-Kristin;Jaqueline-Kristin;1;10439;-;-
Jaqueline-Maria;Jaqueline-Maria;1;10439;-;-
Jaqueline-Nadine;Jaqueline-Nadine;1;10439;-;-
Jaqueline-Stefanie;Jaqueline-Stefanie;1;10439;-;-
Jaqueline-Yvonne;Jaqueline-Yvonne;1;10439;-;-
Jaqulina;Jaqulina;1;10439;-;-
Jaqulin-Christin;Jaqulin-Christin;1;10439;-;-
Jaquline;Jacqueline;4;4969;-;-
Jaquline-Michelle;Jaquline-Michelle;1;10439;-;-
Jara;Yara;181;528;12;414
Jara-Alea;Jara-Alea;1;10439;-;-
Jarah;Yara;6;3964;-;-
Jara-Marie;Jara-Marie;1;10439;-;-
Jarelle;Jarelle;1;10439;-;-
Jarem;Jarem;1;10439;-;-
Jarin;Jarin;2;7246;-;-
Jarina;Jarina;2;7246;-;-
Jarita;Jarita;1;10439;-;-
Jarmila;Jarmila;2;7246;-;-
Jasamin;Jasamin;4;4969;-;-
Jascha;Jascha;2;7246;-;-
Jasdeep;Jasdeep;1;10439;-;-
Jasdip;Jasdip;1;10439;-;-
Jasemin;Jasmin;17;2184;1;1923
Jasemine;Jasemine;1;10439;-;-
Jasielle;Jasielle;1;10439;-;-
Jasika;Jasika;1;10439;-;-
Jasina;Jasina;5;4385;2;1339
Jasira;Jasira;2;7246;-;-
Jaskeert;Jaskeert;1;10439;-;-
Jaskiran;Jaskiran;2;7246;-;-
Jaskirat;Jaskirat;6;3964;-;-
Jaskirt;Jaskirt;1;10439;-;-
Jasleen;Jasleen;13;2568;1;1923
Jaslin;Jaslin;3;5829;-;-
Jaslyn;Jaslyn;2;7246;1;1923
Jasmaira;Jasmaira;1;10439;1;1923
Jasman;Jasman;1;10439;-;-
Jasmeen;Jasmeen;8;3378;-;-
Jasmeet;Jasmeet;5;4385;1;1923
Jasmen;Jasmen;1;10439;-;-
Jasmin;Jasmin;11224;21;94;82
Jasmina;Jasmin;588;270;10;483
Jasmína;Jasmin;2;7246;-;-
Jasmina-Dalia;Jasmina-Dalia;1;10439;-;-
Jasmin-Aimée;Jasmin-Aimée;1;10439;-;-
Jasmina-Maria;Jasmina-Maria;1;10439;-;-
Jasmin-Anna;Jasmin-Anna;1;10439;-;-
Jasmin-Astrid;Jasmin-Astrid;1;10439;-;-
Jasmin-Beatrice;Jasmin-Beatrice;1;10439;-;-
Jasmin-Bianca;Jasmin-Bianca;1;10439;-;-
Jasmin-Christin;Jasmin-Christin;3;5829;-;-
Jasmin-Denise;Jasmin-Denise;5;4385;-;-
Jasmine;Jasmin;651;258;5;755
Jasmine-Ana;Jasmine-Ana;1;10439;1;1923
Jasmine-Jireh;Jasmine-Jireh;1;10439;-;-
Jasmin-Elena;Jasmin-Elena;1;10439;-;-
Jasmin-Elisabeth;Jasmin-Elisabeth;2;7246;-;-
Jasmine-Ştefanÿ;Jasmine-Ştefanÿ;1;10439;-;-
Jasmin-Eva;Jasmin-Eva;1;10439;-;-
Jasmin-Eveline;Jasmin-Eveline;1;10439;-;-
Jasmin-Florentina;Jasmin-Florentina;1;10439;-;-
Jasmin-Jacqueline;Jasmin-Jacqueline;2;7246;-;-
Jasmin-Jaqueline;Jasmin-Jacqueline;1;10439;-;-
Jasminka;Jasminka;1;10439;-;-
Jasmin-Katharin;Jasmin-Katharin;1;10439;-;-
Jasmin-Katja;Jasmin-Katja;1;10439;-;-
Jasmin-Katrin;Jasmin-Katrin;1;10439;-;-
Jasmin-Kristin;Jasmin-Kristin;3;5829;-;-
Jasmin-Luzia;Jasmin-Luzia;1;10439;-;-
Jasmin-Madleine;Jasmin-Madleine;1;10439;-;-
Jasmin-Mae;Jasmin-Mae;1;10439;-;-
Jasmin-Maria;Jasmin-Maria;1;10439;-;-
Jasmin-Marie;Jasmin-Marie;3;5829;-;-
Jasmin-Melanie;Jasmin-Melanie;2;7246;-;-
Jasmin-Miriam;Jasmin-Miriam;1;10439;-;-
Jasmin-Nicole;Jasmin-Nicole;1;10439;-;-
Jasmin-Rosemarie;Jasmin-Rosemarie;1;10439;-;-
Jasmin-Samira;Jasmin-Samira;1;10439;-;-
Jasmin-Sieglinde;Jasmin-Sieglinde;1;10439;-;-
Jasmin-Sophie;Jasmin-Sophie;5;4385;-;-
